frame,timestamp_s,fps,2d_neck_alpha,2d_neck_beta,2d_neck_gamma,2d_trunk_alpha,2d_trunk_beta,2d_trunk_gamma,2d_right_shoulder_alpha,2d_right_shoulder_beta,2d_right_shoulder_gamma,2d_right_shoulder_elevation,2d_left_shoulder_alpha,2d_left_shoulder_beta,2d_left_shoulder_gamma,2d_left_shoulder_elevation,2d_right_elbow,2d_left_elbow,2d_right_knee,2d_left_knee,3d_neck_alpha,3d_neck_beta,3d_neck_gamma,3d_trunk_alpha,3d_trunk_beta,3d_trunk_gamma,3d_right_shoulder_alpha,3d_right_shoulder_beta,3d_right_shoulder_gamma,3d_right_shoulder_elevation,3d_left_shoulder_alpha,3d_left_shoulder_beta,3d_left_shoulder_gamma,3d_left_shoulder_elevation,3d_right_elbow,3d_left_elbow,3d_right_knee,3d_left_knee
402,26.800000,15,0.0000,0.0000,3.6567,0.0000,0.0000,12.3640,0.0000,0.0000,2.1987,7.7473,0.0000,0.0000,-13.4418,2.7959,15.3566,13.6257,2.0743,2.2277,-29.1667,9.5565,31.6759,-0.0042,-12.2950,-19.8683,-24.2000,11.1974,0.9193,16.0458,28.5324,23.1338,-355.7857,-1.0993,14.5659,2.9906,0.0000,0.0000
403,26.866667,15,0.0000,0.0000,2.4528,0.0000,0.0000,15.2523,0.0000,0.0000,-5.5607,15.6469,0.0000,0.0000,-14.1081,6.1648,18.8976,10.3193,1.1962,2.2646,1.6961,12.8116,1.9031,6.6894,-15.1141,-23.2381,-16.8091,12.7069,1.7756,18.4342,38.3746,20.8246,3.7789,-3.5125,8.5147,4.4822,0.0000,0.0000
404,26.933333,15,0.0000,0.0000,13.6551,0.0000,0.0000,17.3225,0.0000,0.0000,-8.2970,16.2871,0.0000,0.0000,-10.4972,-2.7658,18.8742,18.0971,2.8581,2.2390,-29.7268,5.5864,34.1458,-3.1616,-17.1975,-3.2924,-14.4965,4.4698,1.2861,25.6204,10.4251,20.2129,-354.8938,2.8964,0.2275,0.9252,0.0000,0.0000
405,27.000000,15,0.0000,0.0000,17.0288,0.0000,0.0000,17.3811,0.0000,0.0000,-8.7480,16.4159,0.0000,0.0000,-12.4248,-6.7493,17.9738,24.4916,3.1056,2.2443,-37.1612,12.0838,35.4669,-6.0543,-17.1645,-9.1290,-29.1061,3.8203,4.8648,29.0899,13.5185,28.6708,-353.4148,0.2052,20.3658,5.5386,0.0000,0.0000
406,27.066667,15,0.0000,0.0000,12.4112,0.0000,0.0000,18.8940,0.0000,0.0000,-12.5343,18.7361,0.0000,0.0000,-7.8606,-7.9229,11.9565,19.8666,3.1232,2.2357,-18.3452,6.3282,70.1851,1.6535,-18.8240,-1.7745,-2.6923,6.2471,1.3356,21.1179,15.6580,24.0706,-353.7163,-7.8262,6.5756,0.9317,0.0000,0.0000
407,27.133333,15,0.0000,0.0000,11.6723,0.0000,0.0000,19.5137,0.0000,0.0000,-6.0714,14.2411,0.0000,0.0000,-9.4713,-9.6173,14.3477,23.7305,2.1040,0.1933,-11.7396,9.3961,68.7050,1.3689,-19.4407,-2.9618,-4.0684,8.1861,1.3487,15.4455,22.6459,29.6881,-354.7280,-11.6483,5.6080,7.7376,0.0000,0.0000
408,27.200000,15,0.0000,0.0000,13.3727,0.0000,0.0000,21.1160,0.0000,0.0000,-6.2675,12.6225,0.0000,0.0000,-11.5026,-8.1072,14.0578,25.8065,1.9364,2.2298,-7.0642,8.9520,33.5061,6.2576,-20.9743,2.8300,7.6442,10.7742,0.1035,14.1928,18.5555,28.8924,-354.7084,-9.4667,5.3326,8.6520,0.0000,0.0000
409,27.266667,15,0.0000,0.0000,13.3874,0.0000,0.0000,21.1606,0.0000,0.0000,-1.2581,10.0753,0.0000,0.0000,-3.0674,-12.5944,13.6707,21.8940,1.8167,0.1292,-13.1869,5.0893,29.7972,2.8770,-21.0448,5.1032,10.0638,15.7604,0.0422,9.8764,19.6642,24.5669,-355.0693,-12.4875,20.8402,4.2632,0.0000,0.0000
410,27.333333,15,0.0000,0.0000,10.2627,0.0000,0.0000,21.8050,0.0000,0.0000,2.9967,5.2083,0.0000,0.0000,-4.9804,-11.9781,13.6757,23.2139,1.8211,2.3208,-30.2779,-12.3039,-3.2569,-2.5727,-21.5820,13.7318,11.2033,16.4288,0.9408,3.7765,13.3381,21.2088,2.7281,-3.1366,26.1209,7.3028,0.0000,0.0000
411,27.400000,15,0.0000,0.0000,10.3293,0.0000,0.0000,21.8204,0.0000,0.0000,-0.7151,9.2348,0.0000,0.0000,-7.0284,-11.9651,14.9441,25.7827,1.4420,4.1479,-27.6541,-8.5822,-3.4311,0.7638,-21.6838,9.3844,9.6730,15.1593,0.3477,9.0806,15.8141,25.7861,-355.6464,-7.3280,24.5438,8.0460,0.0000,0.0000
412,27.466667,15,0.0000,0.0000,12.8747,0.0000,0.0000,21.8289,0.0000,0.0000,-1.8287,7.5794,0.0000,0.0000,-6.0238,-14.8110,11.2411,24.9027,1.5519,8.0180,5.1178,15.5106,-10.3165,12.8441,-21.4412,-0.6873,25.0686,21.2344,-2.5975,10.5220,39.2996,38.3898,3.1520,-21.1276,7.5330,11.9170,0.0000,0.0000
413,27.533333,15,0.0000,0.0000,15.2899,0.0000,0.0000,22.5149,0.0000,0.0000,-1.0589,8.5910,0.0000,0.0000,-5.9873,-14.1576,13.6967,21.1666,0.1420,7.9156,-13.5473,6.0857,-6.6639,5.7122,-22.3714,4.8149,7.2464,11.7772,0.1379,10.3082,17.2162,28.6878,-354.6025,-14.7150,14.8741,2.3715,0.0000,0.0000
414,27.600000,15,0.0000,0.0000,12.7417,0.0000,0.0000,21.8852,0.0000,0.0000,-1.0377,9.2465,0.0000,0.0000,-6.0065,-14.8328,13.7493,21.2378,1.8654,7.9253,-24.4681,1.6926,-18.1596,2.5775,-21.7669,0.7814,0.6567,9.5651,0.7349,9.9988,26.8002,32.6619,-355.2725,-16.9483,12.3881,3.3849,0.0000,0.0000
415,27.666667,15,0.0000,0.0000,12.7959,0.0000,0.0000,21.8720,0.0000,0.0000,-5.8547,11.8730,0.0000,0.0000,-3.8810,-14.8808,9.9127,18.1649,1.8758,6.3082,-25.7115,-0.9396,-19.3541,0.8976,-21.7364,4.2594,5.5705,9.5501,0.2534,11.9997,14.9055,25.9451,-354.2493,-13.4988,9.5553,0.6578,0.0000,0.0000
416,27.733333,15,0.0000,0.0000,12.1722,0.0000,0.0000,22.5086,0.0000,0.0000,-5.8305,11.1921,0.0000,0.0000,-5.9406,-14.2281,9.8512,21.1939,2.0140,10.0295,-21.3929,-2.3456,-14.3073,2.2075,-22.3690,7.4764,8.2027,9.9073,0.1086,9.9905,14.1694,26.7088,-354.5885,-13.4174,22.0039,2.3996,0.0000,0.0000
417,27.800000,15,0.0000,0.0000,11.0890,0.0000,0.0000,23.4602,0.0000,0.0000,-6.0193,10.2162,0.0000,0.0000,-6.9676,-10.4468,8.6273,20.3013,2.0745,10.0835,-24.0291,2.4223,-23.3583,2.5291,-23.2966,-1.3222,-0.9602,4.8107,0.8493,10.4357,26.7507,29.1639,-355.3512,-14.1709,17.7648,1.4592,0.0000,0.0000
418,27.866667,15,0.0000,0.0000,7.3115,0.0000,0.0000,22.4736,0.0000,0.0000,-1.3109,6.7057,0.0000,0.0000,-3.0131,-15.3967,12.4858,20.3283,1.8961,10.1069,-13.2598,-2.2371,-16.8520,5.8052,-22.3412,4.8579,10.6274,11.5360,-0.1620,7.6607,15.6818,25.9944,-354.4528,-17.6364,19.0938,3.2792,0.0000,0.0000
419,27.933333,15,0.0000,0.0000,6.9336,0.0000,0.0000,21.8240,0.0000,0.0000,-1.7538,7.4924,0.0000,0.0000,-5.0044,-11.9095,11.2780,17.3333,0.1021,8.2996,-12.4641,-5.0026,21.6448,5.9637,-21.6870,8.7226,15.2375,15.5873,-0.0464,7.5361,20.0502,26.2044,-355.3324,-13.0872,22.7132,1.5080,0.0000,0.0000
420,28.000000,15,0.0000,0.0000,10.0379,0.0000,0.0000,21.0952,0.0000,0.0000,-5.7372,12.6474,0.0000,0.0000,-9.4665,-8.0676,13.5854,20.1180,1.5372,6.1333,-9.1756,0.6354,40.5871,2.8757,-20.9788,10.0679,14.9792,17.3669,0.1938,7.9370,19.6904,26.2861,-355.5877,-10.5565,19.6197,1.8876,0.0000,0.0000
421,28.066667,15,0.0000,0.0000,13.4528,0.0000,0.0000,17.3726,0.0000,0.0000,-8.3104,16.3525,0.0000,0.0000,-12.5485,-4.6148,14.4241,22.3807,0.2243,2.3245,-30.5166,0.6188,19.9559,-1.5856,-17.2786,1.1075,-3.2275,7.6356,0.7425,20.8228,11.7519,23.4280,-354.9626,0.1491,6.9540,3.6293,0.0000,0.0000
422,28.133333,15,0.0000,0.0000,0.6171,0.0000,0.0000,17.2417,0.0000,0.0000,-8.1224,16.3133,0.0000,0.0000,-15.6064,2.9560,21.6657,17.4101,1.4975,2.2270,-19.9311,-3.5128,15.2898,-3.1420,-17.1193,-2.5463,-20.5756,2.1873,-0.0106,25.6476,7.6016,18.4864,3.7155,7.8785,18.8431,1.4390,0.0000,0.0000
423,28.200000,15,0.0000,0.0000,-0.7583,0.0000,0.0000,13.6715,0.0000,0.0000,-1.5499,13.0293,0.0000,0.0000,-15.9256,3.9470,24.4439,15.8977,1.8336,3.7679,-8.5400,-7.4224,-7.8974,-2.4385,-13.6680,-3.9670,-17.8515,6.7044,-0.5763,9.8274,21.7639,21.7926,3.6149,0.2981,15.5752,2.0396,0.0000,0.0000
424,28.266667,15,0.0000,0.0000,-2.1579,0.0000,0.0000,12.0088,0.0000,0.0000,5.3993,4.8576,0.0000,0.0000,-10.4264,3.2411,21.8245,9.5111,3.2689,2.0957,-16.8524,1.6382,-16.6885,0.5360,-12.0124,-14.1283,-32.3233,7.2259,-1.2858,7.7510,24.7948,18.9912,3.7328,-1.8505,7.9574,9.1069,0.0000,0.0000
425,28.333333,15,0.0000,0.0000,-2.3462,0.0000,0.0000,10.3245,0.0000,0.0000,16.6136,-4.7166,0.0000,0.0000,-9.6890,0.9975,21.8486,9.4944,3.2559,0.1127,-26.3538,11.1871,24.6074,-0.9757,-10.3470,-27.9243,-42.4034,17.4977,-1.0713,5.2742,34.6460,20.8356,-355.8003,-5.3330,46.7037,3.6099,0.0000,0.0000
426,28.400000,15,0.0000,0.0000,1.1194,0.0000,0.0000,7.1074,0.0000,0.0000,21.5822,-6.5779,0.0000,0.0000,-14.8212,1.8059,24.9391,16.8400,0.0748,0.0687,9.1635,11.8582,4.2052,6.4535,-6.9734,-22.7599,-22.8586,16.4838,-1.8787,-0.5227,43.6783,25.4442,-354.8285,-6.8192,20.1059,2.0694,0.0000,0.0000
427,28.466667,15,0.0000,0.0000,0.3981,0.0000,0.0000,3.4814,0.0000,0.0000,15.3516,0.6130,0.0000,0.0000,-18.2344,2.9268,22.4337,12.4494,0.1148,0.1464,-7.1759,7.4808,-13.0338,0.9163,-3.4923,-18.1336,-14.9976,16.9922,-0.5865,3.6123,33.4385,27.7175,-355.8330,-7.0451,0.5078,5.5956,0.0000,0.0000
428,28.533333,15,0.0000,0.0000,-0.5448,0.0000,0.0000,3.4957,0.0000,0.0000,11.8712,0.8015,0.0000,0.0000,-15.8365,3.2105,19.2098,10.0497,0.0015,0.0309,-5.8688,-5.7170,35.4401,0.3605,-3.5166,-7.6197,-21.6415,7.3498,-2.3246,4.0610,12.9640,20.8257,1.8948,2.0376,22.7562,3.8503,0.0000,0.0000
429,28.600000,15,0.0000,0.0000,-2.0054,0.0000,0.0000,1.7625,0.0000,0.0000,6.7127,-1.6733,0.0000,0.0000,-6.2981,1.6826,9.9076,0.5897,0.0394,0.0378,5.3008,6.3832,-2.9648,2.0882,-1.7390,-27.4948,-28.2975,9.4828,-0.4300,-0.3403,39.6005,16.6120,-355.6821,-12.0928,28.9729,15.5162,0.0000,0.0000
430,28.666667,15,0.0000,0.0000,1.4991,0.0000,0.0000,1.6558,0.0000,0.0000,3.8676,-1.6389,0.0000,0.0000,-2.6505,1.6339,6.9131,0.2553,1.8178,0.0866,8.6049,1.4649,31.1158,5.1565,-1.5407,-23.0690,-26.2391,4.7225,-0.8636,2.8166,35.6758,14.0117,-355.7466,-6.6248,24.4723,14.5926,0.0000,0.0000
431,28.733333,15,0.0000,0.0000,-0.0133,0.0000,0.0000,0.0042,0.0000,0.0000,2.9939,-0.0542,0.0000,0.0000,0.1094,0.0475,9.0137,0.3887,1.8747,0.0357,8.3285,-0.5293,15.9373,3.6402,0.0698,-12.5704,-15.9650,1.4936,-0.7736,2.0807,19.8331,10.6601,3.3905,-6.1137,7.6917,13.9512,0.0000,0.0000
432,28.800000,15,0.0000,0.0000,3.6718,0.0000,0.0000,0.0011,0.0000,0.0000,2.9836,-0.0699,0.0000,0.0000,0.1976,0.0499,8.8507,0.3753,0.0404,0.1070,-4.7046,-5.7330,7.0161,0.5491,-0.0205,-14.7710,-16.9595,2.1850,-0.9067,3.3081,19.7979,10.8135,3.3381,-4.1479,5.4682,17.5905,0.0000,0.0000
433,28.866667,15,0.0000,0.0000,8.9239,0.0000,0.0000,1.6053,0.0000,0.0000,3.0672,-1.7003,0.0000,0.0000,0.1768,1.6657,8.8448,0.4751,1.9082,1.5891,6.5812,-4.4095,-7.2834,3.8945,-1.4848,-27.4855,-35.3237,6.9900,-0.5949,3.0405,35.0886,10.9707,-355.8066,-7.7193,8.2511,12.2886,0.0000,0.0000
434,28.933333,15,0.0000,0.0000,3.7568,0.0000,0.0000,0.0144,0.0000,0.0000,5.8956,-0.0522,0.0000,0.0000,0.2336,0.0285,11.8959,3.2086,3.2545,1.4996,15.5510,-0.7634,0.2195,8.1744,0.2558,-20.8461,-14.9110,7.8240,0.1202,5.3133,24.9409,12.8934,4.0101,-7.6936,9.5031,17.8653,0.0000,0.0000
435,29.000000,15,0.0000,0.0000,3.6469,0.0000,0.0000,0.0022,0.0000,0.0000,5.9832,-0.0510,0.0000,0.0000,0.2429,0.0210,12.0343,3.2126,1.6130,1.7867,13.7281,3.3489,-33.3897,5.1670,0.2062,-40.3478,-33.2779,18.2629,2.0391,4.6284,47.2709,8.2378,3.4794,-12.7364,0.1551,14.0504,0.0000,0.0000
436,29.066667,15,0.0000,0.0000,3.6707,0.0000,0.0000,0.0122,0.0000,0.0000,6.7377,-0.0279,0.0000,0.0000,0.2557,0.0226,13.0357,3.2802,1.9490,3.7417,2.9284,0.8861,-28.0562,3.4884,0.1291,-27.4743,-23.5649,11.0032,0.4879,6.7085,29.3925,13.0761,-355.8570,-8.0398,7.9322,20.0392,0.0000,0.0000
437,29.133333,15,0.0000,0.0000,0.1631,0.0000,0.0000,0.0021,0.0000,0.0000,6.7473,-0.0261,0.0000,0.0000,-4.0635,4.0025,12.8824,2.9564,2.0467,3.7780,-11.9228,-1.5874,-18.5502,-4.0329,-0.0783,-17.5087,-4.9332,10.0178,-0.4568,-0.3386,21.2264,11.5474,2.9713,-4.2150,21.9391,15.4737,0.0000,0.0000
438,29.200000,15,0.0000,0.0000,5.8441,0.0000,0.0000,1.7545,0.0000,0.0000,11.9396,-6.9691,0.0000,0.0000,-0.2158,1.8113,12.8585,5.7398,1.9366,3.7767,8.8852,-2.5440,4.4088,-1.3211,-1.7540,-23.7088,-19.0760,7.9435,-1.5916,-3.5698,15.7254,11.5504,2.6350,-6.9125,12.9456,5.5136,0.0000,0.0000
439,29.266667,15,0.0000,0.0000,1.8923,0.0000,0.0000,1.7045,0.0000,0.0000,6.7661,-1.7608,0.0000,0.0000,0.0660,1.7248,12.8079,3.1085,1.8185,1.7014,-6.8209,-5.0629,-3.5559,-6.9540,-1.8203,-13.1045,-6.1833,7.1151,-0.8849,-0.8258,7.2116,6.6608,0.9288,-0.4712,24.5273,2.3268,0.0000,0.0000
440,29.333333,15,0.0000,0.0000,0.5243,0.0000,0.0000,0.0430,0.0000,0.0000,3.9462,-0.0703,0.0000,0.0000,0.0788,0.0187,9.9494,3.0785,0.1249,1.5317,0.1185,-6.4170,-20.9530,-8.2779,-0.3310,-5.6828,-6.8996,3.0600,-1.3686,-4.3642,5.7402,4.3566,-0.1442,-0.2975,15.7525,7.4196,0.0000,0.0000
441,29.400000,15,0.0000,0.0000,2.4479,0.0000,0.0000,1.7014,0.0000,0.0000,3.9184,-1.7064,0.0000,0.0000,-2.1796,1.6693,9.9986,0.8156,2.0416,1.7359,-6.1490,-12.3256,30.9222,-11.0953,-1.8881,-1.8112,-1.9205,2.9277,-0.9468,-5.7387,1.0429,1.8304,-3.0382,6.7527,18.0981,1.2583,0.0000,0.0000
442,29.466667,15,0.0000,0.0000,-3.6700,0.0000,0.0000,0.0351,0.0000,0.0000,4.7645,-0.0567,0.0000,0.0000,-2.1684,-0.0183,10.9713,0.7724,0.1811,1.6016,-7.8799,-7.5023,11.6656,-14.8953,-0.5136,-0.9939,-9.0318,1.5647,-2.8687,-6.2451,-5.4256,0.4223,-4.9428,8.3642,13.5682,6.4994,0.0000,0.0000
443,29.533333,15,0.0000,0.0000,-3.7244,0.0000,0.0000,0.0362,0.0000,0.0000,10.8745,-5.3566,0.0000,0.0000,-2.1235,-0.0403,11.7679,0.7539,0.2727,0.1982,-2.0808,2.5994,-15.8918,-11.7613,-0.4267,-15.9774,-20.6889,4.9627,-3.0827,-5.4648,15.3556,12.0465,1.6086,-3.0515,6.8293,16.7051,0.0000,0.0000
444,29.600000,15,0.0000,0.0000,-3.7166,0.0000,0.0000,0.0210,0.0000,0.0000,4.8147,-0.0747,0.0000,0.0000,-2.1375,-0.0577,10.9504,2.4293,1.8831,0.0876,14.1195,1.7574,36.6541,-10.3666,-0.3734,-0.4448,-17.9788,-3.4487,-4.3907,-0.3955,-7.9685,-0.6470,-3.9244,8.5876,8.0916,7.2620,0.0000,0.0000
445,29.666667,15,0.0000,0.0000,-3.6937,0.0000,0.0000,0.0326,0.0000,0.0000,4.8118,-0.1143,0.0000,0.0000,0.4563,-0.0295,10.8715,3.3181,1.8608,0.1710,7.1642,-0.7956,23.7410,-13.0725,-0.4623,-2.2720,-10.4978,1.1897,-2.8428,-5.2548,-5.4516,-1.3909,-3.8771,5.9915,1.5521,9.7174,0.0000,0.0000
446,29.733333,15,0.0000,0.0000,-3.6815,0.0000,0.0000,0.0286,0.0000,0.0000,4.8203,-0.1245,0.0000,0.0000,-3.9710,4.1133,10.8800,3.0356,1.9256,0.1373,1.6563,9.2863,-12.9112,-12.0004,-0.4279,-30.3564,-39.0108,11.1895,-0.1973,15.6168,14.0996,14.3051,3.8483,0.8409,21.3786,8.2175,0.0000,0.0000
447,29.800000,15,0.0000,0.0000,-3.7295,0.0000,0.0000,0.0135,0.0000,0.0000,4.8120,-0.0684,0.0000,0.0000,0.4936,-0.0787,10.9075,3.3070,0.1975,2.3710,-2.9053,2.3355,-0.0545,-17.0460,-0.5566,-15.6505,-40.2534,0.8964,-4.8671,13.9859,-7.8345,6.7045,-0.5241,9.2755,17.6953,7.3540,0.0000,0.0000
448,29.866667,15,0.0000,0.0000,-3.8202,0.0000,0.0000,0.0224,0.0000,0.0000,4.7760,-0.0522,0.0000,0.0000,-2.0734,-0.0872,10.8893,2.3564,0.1630,2.2955,20.5513,6.5276,8.8096,-11.5738,-0.4091,-13.1377,-22.3303,2.3034,-2.8188,-2.6361,7.5163,10.1092,1.1014,-3.0930,3.2322,6.0588,0.0000,0.0000
449,29.933333,15,0.0000,0.0000,-3.7806,0.0000,0.0000,0.0295,0.0000,0.0000,4.8378,-0.0522,0.0000,0.0000,-2.0649,-0.0796,11.0223,2.3583,0.2087,0.1438,6.6332,1.1783,9.3631,-13.1616,-0.4607,-7.6795,-24.3459,-1.2586,-4.6941,5.5287,-4.2363,4.9698,-2.0957,8.8774,5.6037,0.6159,0.0000,0.0000
450,30.000000,15,0.0000,0.0000,-3.7670,0.0000,0.0000,0.0186,0.0000,0.0000,4.8744,-0.0868,0.0000,0.0000,-2.0907,-0.0633,11.0409,0.7356,0.2312,0.0000,3.4218,-0.7577,-5.6776,-11.7661,-0.4113,-5.6551,-22.0398,-1.7888,-4.4971,-0.9833,2.2490,5.4927,-1.3556,5.4627,10.2328,8.3548,0.0000,0.0000
451,30.066667,15,0.0000,0.0000,-3.7616,0.0000,0.0000,0.0267,0.0000,0.0000,4.8112,-0.0258,0.0000,0.0000,0.5099,-0.0719,10.8860,3.3574,0.1270,0.1294,-17.2819,-11.5716,-1.2530,-15.1527,-0.5149,0.2220,-16.8008,-3.0657,-5.1423,5.3318,-11.6936,-5.0638,-6.6204,15.5394,2.7304,7.6296,0.0000,0.0000
452,30.133333,15,0.0000,0.0000,-2.0089,0.0000,0.0000,1.7193,0.0000,0.0000,3.9320,-1.6930,0.0000,0.0000,-2.5728,1.6333,9.8506,0.2714,2.0218,0.6658,-30.8772,-2.7541,-24.2626,-13.9245,-1.9462,-15.2273,-22.6880,1.3464,-3.3419,4.0278,11.0575,10.2920,1.1052,4.4591,9.5812,13.7291,0.0000,0.0000
453,30.200000,15,0.0000,0.0000,-3.7369,0.0000,0.0000,0.0582,0.0000,0.0000,3.0337,-0.1036,0.0000,0.0000,-2.6524,0.0790,8.8332,0.2828,0.1603,0.0000,-3.1435,2.9210,-16.5811,-9.4352,-0.3795,-16.9580,-25.1003,1.9508,-2.0632,-1.9732,9.7645,12.4819,2.2180,-6.6585,2.7347,8.1933,0.0000,0.0000
454,30.266667,15,0.0000,0.0000,-2.0865,0.0000,0.0000,1.7027,0.0000,0.0000,9.0807,-6.8472,0.0000,0.0000,-0.1695,1.7136,9.7916,2.7795,1.7491,0.6278,1.2087,3.4133,-8.1232,-5.4660,-1.7913,-19.7865,-15.6754,4.1851,-1.9060,-3.3017,22.9596,10.3871,2.9629,-3.4834,11.9522,21.4306,0.0000,0.0000
455,30.333333,15,0.0000,0.0000,-3.7378,0.0000,0.0000,0.0317,0.0000,0.0000,3.8278,-0.0138,0.0000,0.0000,-3.8452,3.7215,9.7620,0.0233,0.0667,1.5589,-23.4317,2.8440,23.2199,-11.5595,-0.4157,-20.3064,-19.0383,5.5707,-1.9479,5.8442,14.0626,11.2761,2.2131,2.0067,15.5077,17.4915,0.0000,0.0000
456,30.400000,15,0.0000,0.0000,-3.7261,0.0000,0.0000,0.0337,0.0000,0.0000,3.9031,0.0115,0.0000,0.0000,0.2147,-0.0009,9.9040,0.3224,0.1192,0.0000,2.2248,8.0439,42.4017,-0.4444,-0.0859,-27.4251,-21.9239,8.1640,0.4893,4.2994,28.0529,12.8687,-355.8531,-9.5161,11.4403,19.0286,0.0000,0.0000
457,30.466667,15,0.0000,0.0000,-2.1374,0.0000,0.0000,1.6454,0.0000,0.0000,3.9130,-1.6257,0.0000,0.0000,0.1740,1.6398,7.0812,3.0832,2.0002,1.6521,3.7725,6.6165,26.5411,3.9364,-1.5241,-27.4825,-23.4300,6.8517,-0.2931,5.0177,29.6167,11.5486,4.0496,-6.2111,0.5529,21.3029,0.0000,0.0000
458,30.533333,15,0.0000,0.0000,-2.1594,0.0000,0.0000,1.6506,0.0000,0.0000,3.8218,-1.5695,0.0000,0.0000,-0.1339,1.6080,7.0084,2.7790,1.7906,1.7057,9.5245,4.0041,18.1774,2.4560,-1.5662,-18.8361,-7.2210,4.8354,-0.2923,-0.9784,33.6331,11.4453,-355.8190,-8.9487,11.9082,17.3868,0.0000,0.0000
459,30.600000,15,0.0000,0.0000,-2.1083,0.0000,0.0000,1.6560,0.0000,0.0000,3.8556,-1.5661,0.0000,0.0000,0.2061,1.5891,7.0920,3.0718,1.8629,1.6009,-23.7839,-0.6851,16.1611,-4.9780,-1.7359,-17.1063,-17.1003,2.8714,-1.5631,7.0469,14.7359,9.0908,2.4842,1.6841,15.3463,15.7994,0.0000,0.0000
460,30.666667,15,0.0000,0.0000,-2.1660,0.0000,0.0000,1.6403,0.0000,0.0000,3.8207,-1.5687,0.0000,0.0000,-0.1204,1.5926,6.9998,2.8232,1.8636,1.7257,-11.0938,-0.7628,35.9678,-1.9648,-1.6579,-14.8629,-15.9892,1.9725,-1.5342,1.0724,14.6004,8.8941,2.4160,-2.4467,9.8218,17.6387,0.0000,0.0000
461,30.733333,15,0.0000,0.0000,-2.1702,0.0000,0.0000,1.6528,0.0000,0.0000,3.8547,-1.5593,0.0000,0.0000,-0.0906,1.6023,7.0928,2.8669,1.7953,1.6930,-13.0634,0.1183,40.5650,2.3040,-1.5715,-16.7135,-3.6227,5.1248,-0.1304,1.6035,27.5464,10.9095,3.7522,-4.7055,15.4561,21.2759,0.0000,0.0000
462,30.800000,15,0.0000,0.0000,-2.1899,0.0000,0.0000,1.6348,0.0000,0.0000,3.8845,-1.5653,0.0000,0.0000,0.2134,1.5987,9.7957,3.1945,1.9646,1.6537,-5.6867,-3.2998,33.7124,2.4408,-1.5505,-8.8892,-11.7179,0.5279,-1.2556,2.6009,8.7542,5.5776,1.7298,-0.3879,15.8883,10.7313,0.0000,0.0000
463,30.866667,15,0.0000,0.0000,1.4025,0.0000,0.0000,1.6274,0.0000,0.0000,3.8527,-1.5781,0.0000,0.0000,0.2584,1.5967,9.6967,3.1967,1.7501,1.6753,-12.1140,2.3445,3.1286,0.9351,-1.5791,-25.2770,-14.1911,6.0257,-0.2298,3.1555,31.9460,10.9708,4.1015,-6.7915,22.0621,20.1406,0.0000,0.0000
464,30.933333,15,0.0000,0.0000,-2.2325,0.0000,0.0000,1.6090,0.0000,0.0000,3.9005,-1.5783,0.0000,0.0000,0.2389,1.5999,9.7759,3.2003,2.0204,1.7038,-5.8865,3.4192,6.7785,0.8780,-1.5625,-20.9586,-18.5104,4.1762,-0.8644,3.2082,23.3252,10.7850,3.6009,-4.6978,19.3968,21.4648,0.0000,0.0000
465,31.000000,15,0.0000,0.0000,1.4406,0.0000,0.0000,1.6630,0.0000,0.0000,3.8897,-1.6129,0.0000,0.0000,-0.0724,1.6499,7.1357,2.8781,1.9241,1.6495,-24.7785,0.9383,-3.2368,-5.4585,-1.7500,-23.2113,-19.9555,5.1433,-0.8570,6.9949,17.4731,11.1064,3.3308,-2.1260,18.9081,20.1149,0.0000,0.0000
466,31.066667,15,0.0000,0.0000,-2.1744,0.0000,0.0000,1.6321,0.0000,0.0000,3.8664,-1.5564,0.0000,0.0000,-0.0331,1.5949,9.6525,2.8830,1.9757,1.7049,-15.4450,7.0570,-6.2771,-2.0565,-1.6517,-27.3833,-20.8621,6.7820,-0.1730,3.8474,26.9443,11.5602,3.9941,-7.2757,22.0753,20.9740,0.0000,0.0000
467,31.133333,15,0.0000,0.0000,-2.1770,0.0000,0.0000,1.6318,0.0000,0.0000,3.9525,-1.6106,0.0000,0.0000,2.8273,1.6340,7.1706,8.2989,2.0204,1.7125,-13.4952,15.1557,-15.8546,-0.5912,-1.6189,-39.9638,-28.3894,13.2921,1.7696,7.0977,43.8060,4.7904,3.6711,-10.9598,8.1750,3.4909,0.0000,0.0000
468,31.200000,15,0.0000,0.0000,-2.1751,0.0000,0.0000,1.6262,0.0000,0.0000,6.6979,-1.5930,0.0000,0.0000,0.2338,1.6189,15.0310,0.5287,1.9634,1.6749,-8.6079,-5.1817,18.0054,-0.5439,-1.6127,-6.9966,4.6700,9.5519,0.5340,-0.6241,16.3597,6.5792,2.0260,-0.5143,17.3517,19.5004,0.0000,0.0000
469,31.266667,15,0.0000,0.0000,1.4728,0.0000,0.0000,1.6398,0.0000,0.0000,3.8857,-1.5932,0.0000,0.0000,0.2095,1.6342,7.0441,3.1227,2.0443,1.5449,-14.8325,-1.9159,24.1410,-2.0592,-1.6597,-18.9326,-0.0736,6.8279,0.1274,-2.3341,41.0403,10.9237,-355.2665,-8.3766,19.4147,0.5767,0.0000,0.0000
