frame,time_qtm_s,time_rs_s,torso_alpha_deg,torso_beta_deg,torso_gamma_deg,neck_alpha_deg,neck_beta_deg,neck_gamma_deg,shoulderR_alpha_deg,shoulderR_beta_deg,shoulderR_gamma_deg,elbowR_deg
462,4.61,30.237,2.48940334069801,-1.41718718352746,174.363557386783,96.8902020654705,9.8969227476754,-2.79906510450304,-50.3477063694269,23.1168699918436,-66.7483841378167,156.375768592796
463,4.62,30.247,2.50512920429591,-1.42702155920117,174.371957543386,96.8593148741153,9.89901366325656,-2.77943681933446,-50.6877829110608,23.1658165541484,-66.8678459108982,156.384301218353
464,4.63,30.257,2.52401431838356,-1.43378101548592,174.366166064597,96.8318324100023,9.92327376934626,-2.79220266455702,-51.0111198228377,23.2358093064745,-66.919312281006,156.374923037833
465,4.64,30.267,2.52270588857265,-1.44153157937197,174.371024573623,96.8237529471616,9.93264242938499,-2.77593194595624,-51.3449923868462,23.2947435973085,-67.004526349327,156.349390030457
466,4.65,30.277,2.54160270728366,-1.44360771225562,174.358479750144,96.7973136976106,9.94901124489841,-2.77066403390189,-51.6429568146352,23.3668532686565,-67.0191182124628,156.34164974803
467,4.66,30.287,2.55400786090937,-1.44261607607447,174.366076371437,96.7739443604385,9.91884342861993,-2.77900817259167,-51.9612975975581,23.4433849243066,-67.0649810787766,156.331480541218
468,4.67,30.297,2.54981102455784,-1.44065099080325,174.35727894092,96.7670171236293,9.93178054628462,-2.76161941218514,-52.2915576414929,23.5231744540115,-67.1107661778585,156.345110413485
469,4.68,30.307,2.56397462562008,-1.45192944518425,174.360866882768,96.7482126783976,9.93670106304491,-2.74204875327183,-52.6011891903834,23.5749492612137,-67.1348694478244,156.358514195552
470,4.69,30.317,2.57199102788419,-1.45538243760089,174.376934906622,96.7356081862953,9.91439715397717,-2.72952535882059,-52.9279400194182,23.6330315925747,-67.2241541794996,156.387997299163
471,4.7,30.327,2.59065665642075,-1.45423433702699,174.420062328709,96.7249725516526,9.88532622970463,-2.7420571088892,-53.2899797198414,23.6792015744014,-67.3413139739775,156.436585918019
472,4.71,30.337,2.60341928122301,-1.44507685019344,174.467295024711,96.7194913228818,9.81546971431944,-2.75315726093702,-53.6347878934677,23.7106287673712,-67.4957628189644,156.489647310707
473,4.72,30.347,2.62261906505306,-1.45346079993931,174.470901772813,96.7211426744341,9.83648282606541,-2.72147112505482,-53.9173165791485,23.7447595103032,-67.5820183145434,156.53047612762
474,4.73,30.357,2.63212909363971,-1.46797507268334,174.442318830771,96.718665573904,9.85273077372103,-2.70700415763733,-54.1417515749412,23.8094561856292,-67.4568490856823,156.502171434512
475,4.74,30.367,2.65157907387609,-1.45512919437751,174.46319381256,96.7230787138233,9.85610692432851,-2.76106001223663,-54.4516905181139,23.8426454432351,-67.5253288705355,156.549472458324
476,4.75,30.377,2.67015504517916,-1.43583513604936,174.447876461519,96.7313940028232,9.85582482214399,-2.77195606280296,-54.6991857978018,23.9158802956789,-67.6176806229079,156.565947760835
477,4.76,30.387,2.68484175746868,-1.43703104127807,174.447743352691,96.7289498580841,9.88208771245942,-2.7760428564948,-54.9715769380867,23.9642240350068,-67.5759666286465,156.567414636966
478,4.77,30.397,2.68516828647441,-1.43712290201295,174.457797530117,96.7371741900802,9.86044765290804,-2.74724468776515,-55.2463125618371,23.9907382335777,-67.5589582271525,156.597302531484
479,4.78,30.407,2.68897857304773,-1.43922871261789,174.432357435409,96.7432596355327,9.87717972159128,-2.73859902980155,-55.4946546694788,24.0711127125485,-67.5763886531325,156.588663595985
480,4.79,30.417,2.69286728197041,-1.42597221959732,174.442730928385,96.7475297542583,9.88879699726026,-2.71519690640601,-55.7714221760968,24.1139301141878,-67.5960894285663,156.599431342268
481,4.8,30.427,2.70372530760848,-1.43009378291856,174.46154485633,96.738016515646,9.86819273501111,-2.68060980551626,-56.0320905609957,24.1312635516587,-67.587699277496,156.611855390168
482,4.81,30.437,2.71199098835855,-1.42475660887406,174.466969441776,96.7459027085314,9.8521738695259,-2.66743518233822,-56.2839202466926,24.1770790727029,-67.4954212650144,156.621605816804
483,4.82,30.447,2.71908872599384,-1.4191597948936,174.459999340238,96.7516378481507,9.87826827421737,-2.64325896404311,-56.5319031771017,24.2264369544005,-67.6281825546936,156.628055693585
484,4.83,30.457,2.72815198395979,-1.42372141396637,174.446637122784,96.7633969998193,9.89793374726807,-2.60922655060177,-56.7776447760136,24.2799018367802,-67.6075961198112,156.64369270527
485,4.84,30.467,2.73630094670475,-1.43305458331091,174.446416543439,96.7689971037271,9.91171415793929,-2.58641023798748,-57.0166226066618,24.3195749760068,-67.6027197567511,156.636398040085
486,4.85,30.477,2.73841892756175,-1.44189709850069,174.447870623937,96.7880232620468,9.94287539348266,-2.56407168112826,-57.2434216890696,24.3598208121961,-67.5901677692518,156.616355488476
487,4.86,30.487,2.75836259964636,-1.43511961942047,174.461812646594,96.7911907073514,9.9655379526112,-2.56050304988255,-57.483035733325,24.3551781246848,-67.6259296233913,156.662965114464
488,4.87,30.497,2.7656746123141,-1.44176559641949,174.474220446593,96.8041750289261,9.97818524561296,-2.54059863028166,-57.7068925647028,24.3934970047076,-67.5802169241548,156.635170022007
489,4.88,30.507,2.78186653277581,-1.44174527455179,174.49009769666,96.8150235715216,9.96344240872618,-2.52467358985275,-57.9559245233623,24.4073687580253,-67.4944490174867,156.659656153039
490,4.89,30.517,2.78319790647136,-1.44132980625505,174.486003596179,96.8237441086984,10.0037101906367,-2.55257595419487,-58.1791553660441,24.4418011260855,-67.428716883653,156.657611671172
491,4.9,30.527,2.8020831431998,-1.45656809301309,174.500403344913,96.8149460853935,9.97060127813297,-2.53862798129278,-58.3933689138254,24.4328526206635,-67.4286311769273,156.672997358769
492,4.91,30.537,2.80696378316687,-1.46330720397005,174.499074916037,96.8175472183638,10.0124568845893,-2.50834700492156,-58.6390601759392,24.4718348980843,-67.4146488832509,156.688540023834
493,4.92,30.547,2.82401576423808,-1.46381972103616,174.516016854203,96.8191894378316,9.98117850105433,-2.5250917148585,-58.8592310295911,24.48214710042,-67.4222731919735,156.686942876463
494,4.93,30.557,2.83159055045319,-1.4687109931118,174.531739368083,96.8114143491698,9.96894412347143,-2.49663524647788,-59.1035641215749,24.468410464394,-67.3255829423801,156.714657711198
495,4.94,30.567,2.83344233168203,-1.47797926919187,174.520705634353,96.8236095619037,9.9719157786396,-2.49676112620554,-59.3178895790975,24.5104486415882,-67.3567725573445,156.705522088903
496,4.95,30.577,2.8537422578313,-1.46817768564965,174.513311290389,96.8135872288558,9.97712889818871,-2.4987308684567,-59.5154871219754,24.558452576845,-67.3118020700615,156.676231164376
497,4.96,30.587,2.85515810543335,-1.47911782124124,174.508859344087,96.8190964665276,9.95817250246419,-2.50517795267658,-59.7372050263733,24.5731344051016,-67.3867373431391,156.672103409748
498,4.97,30.597,2.86164044473237,-1.48406426602902,174.489324011504,96.8234282191997,9.96803456240782,-2.50725336226236,-59.9345916236616,24.6259947841004,-67.4583517087445,156.630530797583
499,4.98,30.607,2.87186988825213,-1.4775083471784,174.509893686661,96.8297415367453,9.92596346659696,-2.5169500159053,-60.1567365389281,24.6352325310507,-67.5143117002974,156.617883786976
500,4.99,30.617,2.87820193364847,-1.48654892895181,174.498854480636,96.8238411516987,9.94150148972163,-2.51518143337387,-60.3469809050827,24.6545584434728,-67.4966699525619,156.60745211421
501,5,30.627,2.89429023647604,-1.49406165847787,174.452744145038,96.8251761960259,9.94646103286654,-2.51095598115813,-60.5020111444809,24.752438024518,-67.4377979101484,156.551466747732
502,5.01,30.637,2.89192426958139,-1.49807358885033,174.45005689922,96.8342632697028,9.9563461032844,-2.50179813335975,-60.6987083586725,24.7628371032452,-67.4509666452787,156.543370019179
503,5.02,30.647,2.89230690071886,-1.49550762190418,174.454419137673,96.8575572154051,9.90605569017679,-2.49191730139235,-60.9376546166398,24.7862191355532,-67.4944598578283,156.55697212751
504,5.03,30.657,2.9002708972091,-1.49617059666603,174.444690141821,96.8681383784857,9.91566592246625,-2.48623430120516,-61.1423265841619,24.7904073786776,-67.4848980146868,156.580013496776
505,5.04,30.667,2.89595256321061,-1.50538359102391,174.434687055441,96.8728888242531,9.93864032161016,-2.45220335700591,-61.3437349075882,24.8086714056752,-67.50648825869,156.563800969404
506,5.05,30.677,2.91286717066868,-1.4945770333918,174.433468536702,96.8615816035615,9.93727915311745,-2.46568968802502,-61.5372478185638,24.8203080788839,-67.493866990103,156.566663877685
507,5.06,30.687,2.92445741360487,-1.5051727584972,174.425628792126,96.8509448977173,9.92803839325811,-2.42996409524114,-61.7476308436735,24.8252390720056,-67.5161448631909,156.590500048683
508,5.07,30.697,2.93872226008781,-1.50170720537968,174.41192554466,96.8486664266432,9.96009468443889,-2.41941995789242,-61.920182542579,24.8449367516835,-67.3597946354631,156.576318315929
509,5.08,30.707,2.93638871739844,-1.49372674257407,174.409560920368,96.8466718053512,9.94956178345558,-2.40450981488061,-62.1424098804922,24.875675026394,-67.3832370410898,156.575512420464
510,5.09,30.717,2.95079628455859,-1.50955542585678,174.412119105127,96.8363336910669,9.96265401163846,-2.38449092596405,-62.3421134449701,24.8496886529955,-67.3034811588998,156.611018221763
511,5.1,30.727,2.96342182801109,-1.51094615789088,174.390454074906,96.8299025555779,9.95177078516873,-2.40112680884843,-62.5169348781208,24.8797336111877,-67.248104045165,156.608401050148
512,5.11,30.737,2.99076982843933,-1.48785058907652,174.408391745107,96.8272449081948,9.93961892486981,-2.41694147778201,-62.7411907167036,24.8606826845434,-67.2553732980728,156.65944964273
513,5.12,30.747,2.98326078508406,-1.48527886952349,174.396317031207,96.8421843317001,9.93829291641156,-2.40752670635804,-62.963707529705,24.8617701508925,-67.2788330415666,156.695331545756
514,5.13,30.757,2.99415637195901,-1.48256845733398,174.402434549073,96.8513535718953,9.91069494154417,-2.44300233337401,-63.1573377841701,24.8627498622674,-67.2179730752939,156.70073515024
515,5.14,30.767,3.00011501277073,-1.45726100495726,174.390137665261,96.8485852434857,9.9242813275109,-2.45925821144223,-63.3693997638176,24.8702477327388,-67.2191759158625,156.734570670463
516,5.15,30.777,3.00953955442427,-1.45595255322995,174.400778251313,96.8359178997193,9.90675255437158,-2.44032992640722,-63.5889183812135,24.8481911663914,-67.1737620299416,156.782138394359
517,5.16,30.787,3.03049040375434,-1.43500046447942,174.394153637265,96.8259089449922,9.87180717838985,-2.46653620622821,-63.7756637921713,24.8605988116114,-67.1103577751843,156.794804264623
518,5.17,30.797,3.04600061867223,-1.43065795084475,174.382923290619,96.8042903514123,9.89225860739601,-2.48285997690881,-63.9698000865016,24.8794685875142,-67.1432789742398,156.825502852012
519,5.18,30.807,3.04797104149703,-1.43316487762996,174.368586066476,96.7929812522023,9.89355592148513,-2.44487464702072,-64.1492906200487,24.8932536995506,-67.1468918377233,156.829775521929
520,5.19,30.817,3.05844515296664,-1.42229838090269,174.361065624015,96.7943852341135,9.89252978530885,-2.44516717216792,-64.3399256939996,24.9056112256355,-67.0828664178282,156.844958784994
521,5.2,30.827,3.07718764067776,-1.40654840267825,174.365814254905,96.771793913056,9.88130265999414,-2.45540508902457,-64.5393562901191,24.9208658067998,-67.2243624835832,156.846169033678
522,5.21,30.837,3.07767849616019,-1.42094008413643,174.378105024103,96.7802998449243,9.83980372897228,-2.44034130761108,-64.7542657704335,24.8882454897572,-67.1067542569297,156.894268606752
523,5.22,30.847,3.09145357013258,-1.40866189713182,174.384049528718,96.7671587266475,9.84861601458448,-2.41759194277491,-64.9299491323288,24.8800910172263,-67.1872147283226,156.902000034183
524,5.23,30.857,3.09818446953391,-1.41392862994609,174.378137599089,96.7686315031177,9.83139461928337,-2.41329049440503,-65.1153152387068,24.8548678114555,-67.0139080842569,156.949462675479
525,5.24,30.867,3.0828765208126,-1.45319403870809,174.367093110889,96.7855438779837,9.88366896825453,-2.3590013752323,-65.2642286964815,24.8547009889165,-67.0924170447966,156.921154285548
526,5.25,30.877,3.0910089831459,-1.45608259621059,174.363728767103,96.7905241486297,9.87416659272694,-2.34285871386891,-65.4274515671914,24.8520510183933,-67.0901596081307,156.935820291667
527,5.26,30.887,3.10996189467068,-1.45406840477582,174.365109339501,96.7925047770875,9.88060949530074,-2.35236852824607,-65.5764185735939,24.8375420301954,-67.0566273783409,156.946391327962
528,5.27,30.897,3.11610037970789,-1.4562753597164,174.348706023664,96.8001239913397,9.90190042909943,-2.34219491539731,-65.7105164534573,24.857593072607,-67.1726910821434,156.918372368844
529,5.28,30.907,3.1277183745699,-1.45381991393145,174.348748516272,96.7927370701116,9.90977632038428,-2.31985698746356,-65.871720064943,24.861498370219,-67.1702298809379,156.941888773904
530,5.29,30.917,3.13292045467183,-1.44712378091981,174.355062201238,96.7984510848654,9.91165096729986,-2.31227943658765,-66.0501195929536,24.8913859673944,-67.2169072157123,156.932539291555
531,5.3,30.927,3.13524812432953,-1.45946026139833,174.369946260564,96.8010656339249,9.90421557506576,-2.29225624109675,-66.2264860758485,24.8738979741779,-67.2586920945299,156.965772361293
532,5.31,30.937,3.14928540202771,-1.4392571783223,174.349948263674,96.7994857207218,9.90856695614639,-2.31532803935707,-66.3559596842782,24.9007459431968,-67.2998177545778,156.939952898231
533,5.32,30.947,3.16125999537558,-1.44685146567429,174.352831805234,96.7887435439563,9.9133213173033,-2.29531713877998,-66.5307749614197,24.9006198881921,-67.3173524680572,156.990594426607
534,5.33,30.957,3.17054215957681,-1.44881461027155,174.342960459192,96.775174486192,9.91165198837015,-2.29797467262899,-66.6653935002661,24.9185107071705,-67.2975927733693,156.965538294872
535,5.34,30.967,3.16131070482598,-1.44405490942509,174.34914060243,96.789352621566,9.8899845465104,-2.28422864315353,-66.8065756185608,24.8814987902186,-67.3420300547243,156.937535239732
536,5.35,30.977,3.18140267046209,-1.45137106541743,174.339486607736,96.7577667744907,9.93869043751054,-2.27828578768632,-66.9360316457452,24.8839792910189,-67.3299069900961,156.943597290439
537,5.36,30.987,3.19257752442772,-1.44227289847095,174.340229873549,96.7429501928532,9.92560693941483,-2.27002967904136,-67.0732958051005,24.8899018852784,-67.3561828579797,156.917698824309
538,5.37,30.997,3.2004446534447,-1.43890322619395,174.353578006829,96.7388801699876,9.91006555403408,-2.27953163777151,-67.2232986362103,24.8816839951266,-67.3951048080714,156.899793834896
539,5.38,31.007,3.20660955332103,-1.4246502292653,174.341730754963,96.7434492796306,9.92116146456761,-2.29838770078571,-67.3774673579892,24.9051091305306,-67.4475292205744,156.911312528296
540,5.39,31.017,3.20802050883838,-1.41814671323999,174.340211572667,96.7307094189433,9.93776566714944,-2.30981919198901,-67.5154819604451,24.9141497938115,-67.5664495706291,156.891011965904
541,5.4,31.027,3.21013882728873,-1.42006001623461,174.351587773792,96.7324510153947,9.92317986108201,-2.31267037710412,-67.6816492685809,24.8929728057941,-67.6058189020362,156.905081041672
542,5.41,31.037,3.22114013673075,-1.41884954887706,174.338778684286,96.7153897702432,9.95463759278326,-2.3117660533611,-67.8042319096659,24.9210793957429,-67.6242213814289,156.88271627532
543,5.42,31.047,3.22241911062119,-1.41929731154685,174.348395221919,96.7157625999942,9.94007841841269,-2.29464301110398,-67.950418794404,24.9188404772651,-67.6877086235558,156.855599279362
544,5.43,31.057,3.23625895130585,-1.40451187543812,174.356464995085,96.6999733658249,9.93653782577755,-2.31067077816397,-68.0975587921432,24.9138680755823,-67.7064659919713,156.857750114141
545,5.44,31.067,3.22264695785594,-1.41125230421338,174.361574360969,96.7119100162705,9.9424891478555,-2.27389031555743,-68.2479872408464,24.9153242243501,-67.7724842095577,156.821385075713
546,5.45,31.077,3.22575358959034,-1.39804937326701,174.361561611321,96.7155574599409,9.92039323171029,-2.26824595350565,-68.3966055107309,24.9276978558035,-67.8078351866317,156.804156807914
547,5.46,31.087,3.21174490283157,-1.38195676291887,174.379476492199,96.7352477871256,9.92255725040428,-2.2742894445554,-68.5762355583859,24.9142766529036,-67.8935583178207,156.817302109956
548,5.47,31.097,3.19884104181308,-1.38019689989755,174.407526653323,96.7527182882029,9.92535368267304,-2.25498560679578,-68.7191292417334,24.8863552933567,-67.9775477394752,156.792640968307
549,5.48,31.107,3.20171368327038,-1.38422590139984,174.410022598531,96.7537927676561,9.96636088101026,-2.23651465083076,-68.8454905190506,24.8904578046215,-67.9817620274207,156.77771163493
550,5.49,31.117,3.1848114076148,-1.39773512429797,174.428040164838,96.7762174682554,9.94120924296476,-2.19451549938459,-69.0148824080227,24.8589066898059,-68.012155349227,156.797949863204
551,5.5,31.127,3.1912538748218,-1.37450231942867,174.434335268127,96.7836299712247,9.9722457254092,-2.21405488330415,-69.1125959742386,24.8762720890865,-68.0759707779179,156.738361806925
552,5.51,31.137,3.18314033617338,-1.38523658468889,174.47613351342,96.7947350798896,9.96714574113116,-2.17329436901233,-69.2506839349602,24.813393813222,-68.0861456774096,156.740955920545
553,5.52,31.147,3.1874942208719,-1.38293919245712,174.464521426104,96.7906900667552,10.0005266356473,-2.15839343945255,-69.3763188446349,24.8404840725468,-68.0701354814913,156.73081551372
554,5.53,31.157,3.17884206350275,-1.39074155108851,174.499757621882,96.7883583579819,10.0012589718973,-2.17492769967525,-69.4907937246673,24.8064434098651,-68.0797856470069,156.710803617922
555,5.54,31.167,3.17381120698922,-1.37841709292673,174.509602535943,96.7860002312973,10.0151181471602,-2.17718863119351,-69.5900496106655,24.8082390265701,-68.0951440509303,156.670782954714
556,5.55,31.177,3.17980399249802,-1.3805844098547,174.527736766811,96.7770034969022,10.0276618978938,-2.17533283442777,-69.6951161610942,24.7970108232107,-68.1301206608733,156.64782759143
557,5.56,31.187,3.16856102190131,-1.38330842692548,174.562022439859,96.7822713928961,10.0219562258956,-2.18365630395853,-69.8291858476139,24.7488599949616,-68.1931683801341,156.672094103227
558,5.57,31.197,3.18047425857439,-1.37959480495175,174.582597998128,96.7480892394514,10.0233276732044,-2.18049697074378,-69.9083696471884,24.733446616766,-68.2803306347847,156.643699837117
559,5.58,31.207,3.17585627093259,-1.37617691721037,174.603551083305,96.7391871429497,10.0404201499105,-2.19343364425252,-69.9996810198166,24.7184886177161,-68.4277103511952,156.607609204973
560,5.59,31.217,3.18072958599316,-1.37785711706067,174.617034202536,96.719598913254,10.0536725069207,-2.19521667904979,-70.0616415712492,24.7008945370167,-68.4881560212354,156.59362300643
561,5.6,31.227,3.1798869481862,-1.3825930842889,174.642163591995,96.7059244268544,10.0380348077478,-2.20000684249696,-70.1500459171544,24.6745446471358,-68.5723295941044,156.58623376014
562,5.61,31.237,3.18174972001116,-1.3756299817296,174.647547441013,96.685658125661,10.0644132990106,-2.19596381474039,-70.2275256377555,24.6747860945328,-68.6620317399634,156.579272180153
563,5.62,31.247,3.18836807731584,-1.37421625224372,174.650385529111,96.669095793741,10.0569609207822,-2.20967238313758,-70.270506413711,24.6751624577783,-68.6305040556011,156.548333962553
564,5.63,31.257,3.18013240078616,-1.37629469577284,174.672371662332,96.6743101157127,10.0481857077313,-2.20081108497094,-70.3422940258039,24.6483912568506,-68.6757530037887,156.539171677251
565,5.64,31.267,3.18758244582082,-1.37633242874497,174.675174844389,96.6549234272122,10.0584967943503,-2.20650635948043,-70.3703698135904,24.6575440441878,-68.7326668274694,156.509991417988
566,5.65,31.277,3.18834839479768,-1.37409807596893,174.678621165684,96.6611383602307,10.0680909228371,-2.18364315459136,-70.390420247369,24.6633514824247,-68.754461572582,156.459601203336
567,5.66,31.287,3.18446191852089,-1.37717805672848,174.690617490551,96.6612791688827,10.0595899047482,-2.18621980424902,-70.4413332158257,24.6373444448019,-68.7988957291125,156.452968410272
568,5.67,31.297,3.17757130026359,-1.37317848924619,174.701328139751,96.6428797825813,10.0730810634088,-2.18953769821455,-70.4663903955996,24.6267522805906,-68.7883588596773,156.437253650802
569,5.68,31.307,3.17821512122561,-1.37583947941532,174.716041922808,96.6419212310219,10.0720614940253,-2.17904135943209,-70.4993136314665,24.5968146199043,-68.8207640434784,156.452582673046
570,5.69,31.317,3.18140406880338,-1.378761303802,174.722447876118,96.6333753502092,10.0711982290568,-2.16641154610451,-70.5276667366445,24.5896895379273,-68.8178982620537,156.449428889471
571,5.7,31.327,3.19315289703767,-1.38029892250797,174.735891493597,96.6248040210646,10.0717763715273,-2.19224447027758,-70.5218276857067,24.5706222353423,-68.8031407636837,156.429543025491
572,5.71,31.337,3.20068671729644,-1.38324035851002,174.730660343283,96.6253462658908,10.0859434232732,-2.15894980009391,-70.530621240738,24.5656573986275,-68.8818474383532,156.44034302111
573,5.72,31.347,3.20277032977157,-1.39162664111596,174.728889048979,96.6454488486056,10.0890531517301,-2.16792375454332,-70.5309015743497,24.5653026057323,-68.8420081076284,156.428089100786
574,5.73,31.357,3.20124154188524,-1.38024098193462,174.749915264624,96.6601406639272,10.0736464333634,-2.16685615540436,-70.550078735913,24.5208363733231,-68.8551913825701,156.439464038217
575,5.74,31.367,3.20754355626775,-1.39352387144703,174.744358583606,96.6651200072451,10.10953243472,-2.16083286147794,-70.5237533903228,24.5246532968782,-68.7899566403667,156.416735206759
576,5.75,31.377,3.20553410394395,-1.39028091819161,174.764090756093,96.6832130192979,10.0883070481174,-2.15340510239147,-70.5406109943615,24.4866651612351,-68.797964659238,156.424816295726
577,5.76,31.387,3.2138868524482,-1.38984674223275,174.764437228764,96.6872268609225,10.1003616505746,-2.15609170657942,-70.5230745295188,24.4655953431697,-68.774328818066,156.429536320977
578,5.77,31.397,3.22517329817472,-1.38933508535396,174.747053873888,96.6819926496588,10.1185813546042,-2.15621135230986,-70.504307545232,24.4781666970194,-68.7640995030991,156.425534116229
579,5.78,31.407,3.23679831125064,-1.39258389284248,174.746704508429,96.6804075583094,10.1438911122422,-2.15273764728149,-70.478784872422,24.4626993298976,-68.7786317895185,156.422041744359
580,5.79,31.417,3.25040435010389,-1.37880056747456,174.759971965822,96.6765814551477,10.1155309432044,-2.1571137217986,-70.472404905701,24.4286492404492,-68.7520394166598,156.421883497407
581,5.8,31.427,3.25763247681887,-1.38321533566535,174.761052091123,96.6778406636977,10.1230384911789,-2.15088237152398,-70.4478049770231,24.4191341533964,-68.7423641638585,156.409291057414
582,5.81,31.437,3.25609124437582,-1.38274491305077,174.774457552331,96.6968156459986,10.1256205640436,-2.15586093586027,-70.4439264044255,24.3801610590811,-68.7283634503183,156.411666420233
583,5.82,31.447,3.26306628667108,-1.38085758449048,174.782371332441,96.6834188665795,10.139583309014,-2.14799379981394,-70.4256165966054,24.3590975347323,-68.6985081921818,156.393832935447
584,5.83,31.457,3.27341075744865,-1.38796390119577,174.776600312711,96.6820505107654,10.1246236956562,-2.1368195703026,-70.3987102048946,24.3469328417378,-68.695881347859,156.392992064844
585,5.84,31.467,3.28106317724786,-1.38827116789369,174.770197045751,96.6832635721821,10.1404950812483,-2.13953033097065,-70.3669419594867,24.3548243308722,-68.6606123268411,156.357147088486
586,5.85,31.477,3.28521301571678,-1.38910240808899,174.773929399929,96.6848815787517,10.1438523555147,-2.15526876644949,-70.348235989098,24.3410275316809,-68.661948173259,156.349234753828
587,5.86,31.487,3.2936868009708,-1.37815606215625,174.771097015742,96.6841422915283,10.1562763674232,-2.12620549990883,-70.3416787322027,24.3374333875871,-68.6635828382103,156.353391642779
588,5.87,31.497,3.29682313346958,-1.38003827447506,174.767220672162,96.6833990166478,10.1561193368047,-2.12988924694949,-70.3262566711014,24.339993983855,-68.6518696801,156.339425199773
589,5.88,31.507,3.30111102331828,-1.38486424228286,174.779868330203,96.6860550824415,10.1654366444567,-2.1176752860341,-70.2879416398843,24.3210705319056,-68.7035113711851,156.304977049845
590,5.89,31.517,3.30205393818762,-1.38293902378711,174.790467033931,96.6845978736501,10.1386801609618,-2.14019110074584,-70.2892378356177,24.3008170068333,-68.7219675212865,156.32043693553
591,5.9,31.527,3.31776087615819,-1.38851056592419,174.781540202924,96.6671860105095,10.1750888811688,-2.12781678339061,-70.2532600593688,24.3201581371958,-68.7110117731119,156.278967225447
592,5.91,31.537,3.32539043062047,-1.3951787435009,174.793711056914,96.65545822727,10.1448975292586,-2.12309375003338,-70.2347528276151,24.2885558005639,-68.7674760182604,156.279543542243
593,5.92,31.547,3.33438704681706,-1.39865726724226,174.778262797122,96.6462970686705,10.1798215548813,-2.10437835071457,-70.2176812801472,24.30059622467,-68.7901944674337,156.279040596663
594,5.93,31.557,3.33983724257956,-1.40146394212953,174.772195320312,96.647514966794,10.1400568862468,-2.12056390363268,-70.1817544575916,24.3202836390161,-68.7660246984466,156.253710958842
595,5.94,31.567,3.34502195558431,-1.40305511890436,174.785909586318,96.6380503829168,10.1710655963242,-2.1178325105681,-70.1913925101086,24.2892935853069,-68.7718801211373,156.263283240172
596,5.95,31.577,3.34670910170477,-1.41257973761408,174.791923042362,96.6440142643693,10.1703224854356,-2.13337008662272,-70.1901921687895,24.2688341665077,-68.7982320621468,156.276056835732
597,5.96,31.587,3.3522968382176,-1.40524938960917,174.775381213246,96.6407573207106,10.2034917542998,-2.14018136465684,-70.1718833398717,24.3052201254317,-68.7273065628203,156.232644752105
598,5.97,31.597,3.35780897491436,-1.40334829368688,174.777928365688,96.6422411656725,10.2037169747065,-2.13987566670707,-70.1623279306882,24.2920096449495,-68.7566346774103,156.230935796101
599,5.98,31.607,3.37420400162589,-1.40055186028543,174.772518370079,96.6228829986536,10.1836222922537,-2.16968597875151,-70.1491776771713,24.2944649847789,-68.7188269221983,156.226044174233
600,5.99,31.617,3.37169484787791,-1.4041739629826,174.761869790409,96.6214670081213,10.1913867181701,-2.15255167987275,-70.1390356393465,24.3268548686888,-68.6750241110985,156.195574953498
601,6,31.627,3.38176585251699,-1.39957288206312,174.756336558831,96.6015360137225,10.2225605280152,-2.14693180231947,-70.1468942845583,24.3186438661624,-68.6794809256613,156.224328061331
602,6.01,31.637,3.38479617164388,-1.40231557059281,174.77923692774,96.5995693294751,10.1782673958257,-2.14379777624094,-70.157853809123,24.2990491206165,-68.6632626211297,156.21675108586
603,6.02,31.647,3.39609846863769,-1.41206764475069,174.775108683684,96.5904699065615,10.1948335144249,-2.12137210520173,-70.1376578138745,24.3002401993813,-68.6352736841466,156.206345954367
604,6.03,31.657,3.40315258340106,-1.40568180971303,174.791131170952,96.5790312106363,10.1696380472264,-2.12755571708749,-70.1440063288552,24.2983710624507,-68.6894026605233,156.195865220843
605,6.04,31.667,3.42106242126557,-1.40783223262968,174.79116231577,96.571474617599,10.1768763148457,-2.14189355781297,-70.1399175964562,24.3158739379087,-68.7042185898347,156.18536116215
606,6.05,31.677,3.41962981474035,-1.41569855643058,174.790754862572,96.5728891556252,10.1746939181259,-2.16028294791698,-70.132096449374,24.3062498967008,-68.7023490355668,156.172881473837
607,6.06,31.687,3.4211380718115,-1.41226095753032,174.806939736625,96.5759450852667,10.1715157449486,-2.16967183953138,-70.1679796314069,24.3015594353538,-68.7435178351955,156.179413866019
608,6.07,31.697,3.42970215570832,-1.41543409010034,174.811789115347,96.5628819979937,10.2009716088299,-2.15051136246846,-70.1422055025787,24.31058828657,-68.7651968125762,156.137929827681
609,6.08,31.707,3.43861317825295,-1.41535353416951,174.837096982503,96.5574555683711,10.1746665970165,-2.18678390091018,-70.1384952472265,24.2899569794835,-68.7730726133252,156.119003388641
610,6.09,31.717,3.44153264245549,-1.42410770369366,174.827608332593,96.54464979499,10.2024052794207,-2.16200514342109,-70.124163350567,24.309330038223,-68.7496586692838,156.086064554227
611,6.1,31.727,3.44144299458687,-1.41131952136946,174.839130366151,96.5389240435205,10.2124085521711,-2.18679633396708,-70.118220667632,24.3313632588012,-68.7555668803537,156.038978433223
612,6.11,31.737,3.42910879042433,-1.42453094128372,174.848075533546,96.5501944087001,10.2021212404105,-2.17398320291999,-70.1062984547926,24.3353398112483,-68.7165704718391,155.989823569945
