Person_ID,Window_ID,Neck_alpha_2D,Neck_beta_2D,Neck_gamma_2D,Torso_alpha_2D,Torso_beta_2D,Torso_gamma_2D,Right_elbow_2D,Left_elbow_2D,Right_Knee_2D,Left_knee_2D,Right_shoulder_alpha_2D,Right_shoulder_beta_2D,Right_shoulder_gamma_2D,Right_shoulder_elevation_2D,Left_shoulder_alpha_2D,Left_shoulder_beta_2D,Left_shoulder_gamma_2D,Left_shoulder_elevation_2D,Neck_alpha_3D,Neck_beta_3D,Neck_gamma_3D,Torso_alpha_3D,Torso_beta_3D,Torso_gamma_3D,Right_elbow_3D,Left_elbow_3D,Right_Knee_3D,Left_knee_3D,Right_shoulder_alpha_3D,Right_shoulder_beta_3D,Right_shoulder_gamma_3D,Right_shoulder_elevation_3D,Left_shoulder_alpha_3D,Left_shoulder_beta_3D,Left_shoulder_gamma_3D,Left_shoulder_elevation_3D,Table_A_2D,Table_B_2D,Table_C_2D,Table_A_3D,Table_B_3D,Table_C_3D,REBA_2D,REBA_3D,Error
6,1,0.0,0.11,-7.77,0.0,0.11,6.96,1.41,0.41,0.24,0.13,0.0,-0.11,-6.34,1.73,0.0,-0.11,6.53,0.52,-3.19,0.72,2.23,-0.67,0.43,-0.62,1.41,0.41,0.24,0.13,-2.16,0.37,0.19,1.73,0.3,0.19,0.09,0.52,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
6,2,0.0,-0.11,3.25,0.0,-0.11,-2.8,0.23,0.49,0.22,2.58,0.0,0.11,2.66,-0.58,0.0,0.11,-2.48,-0.12,1.1,-0.35,-0.78,0.36,-0.09,0.47,0.23,0.49,0.22,2.58,0.78,-0.13,-0.08,-0.58,0.19,0.1,-0.05,-0.12,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
6,3,0.0,0.0,4.52,0.0,0.0,-4.16,1.18,0.08,0.02,2.71,0.0,-0.0,3.68,-1.15,0.0,-0.0,-4.05,-0.4,2.1,-0.38,-1.45,0.31,-0.34,0.15,1.18,0.08,0.02,2.71,1.37,-0.24,-0.11,-1.15,-0.49,-0.29,-0.04,-0.4,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
6,4,0.0,-0.14,10.16,0.0,-0.14,-9.93,2.23,1.44,3.5,0.57,0.0,0.14,9.54,-2.56,0.0,0.14,-8.45,-0.64,8.75,-1.12,-0.14,1.86,-0.68,0.61,2.23,1.44,3.5,0.57,5.56,-0.02,-0.29,-2.56,-0.11,0.47,-0.15,-0.64,2.0,2.0,2.0,2.0,2.0,2.0,0,0.0,0.0
6,5,0.0,4.67,64.38,0.0,4.67,-21.34,3.79,7.89,16.68,1.21,0.0,-4.67,13.34,-3.6,0.0,-4.67,-21.29,-5.64,10.78,-39.98,53.4,4.62,-2.76,-11.14,3.79,7.89,16.68,1.21,-2.95,-2.54,0.37,-3.6,5.86,-2.84,-0.18,-5.64,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,6,0.0,2.35,-178.48,0.0,2.35,46.87,20.24,37.98,0.47,24.43,0.0,-2.35,-390.55,6.8,0.0,-2.35,-7.17,-7.46,3.91,-53.68,144.89,14.05,8.88,-14.0,20.24,37.98,0.47,24.43,11.84,9.52,-1.07,6.8,3.33,21.69,0.74,-7.46,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,7,0.0,-5.77,-89.66,0.0,-5.77,57.01,21.35,2.63,2.34,10.96,0.0,5.77,-359.99,15.26,0.0,5.77,11.9,-11.11,-0.31,-39.31,54.72,26.23,22.88,-3.44,21.35,2.63,2.34,10.96,30.58,32.66,-6.52,15.26,25.17,32.63,354.56,-11.11,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
6,8,0.0,-4.37,178.66,0.0,-4.37,-22.38,2.16,46.0,3.46,7.32,0.0,4.37,-4.86,-8.47,0.0,4.37,-20.29,6.84,-27.04,28.28,179.28,8.81,-5.33,20.23,2.16,46.0,3.46,7.32,26.47,-20.27,1.55,-8.47,-1.47,-5.09,358.55,6.84,1.0,2.0,1.0,,4.0,,0,,
6,9,0.0,-0.99,168.67,0.0,-0.99,-75.46,18.11,19.74,38.0,6.93,0.0,0.99,-25.17,-42.05,0.0,0.99,371.37,33.03,-4.4,36.01,-131.58,46.91,-30.86,-4.9,18.11,19.74,38.0,6.93,1.07,-56.64,-4.81,-42.05,43.9,-38.7,18.79,33.03,2.0,2.0,2.0,7.0,2.0,7.0,0,2.0,-2.0
6,10,0.0,0.44,6.36,0.0,0.44,-5.36,4.6,0.84,0.92,3.09,0.0,-0.44,-0.14,-1.43,0.0,-0.44,-0.81,-3.4,0.5,6.98,-20.75,2.75,0.86,-2.75,4.6,0.84,0.92,3.09,-1.23,-5.64,0.23,-1.43,-2.45,5.55,0.35,-3.4,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
6,11,0.0,-5.86,-175.04,0.0,-5.86,78.64,22.82,20.92,4.77,12.36,0.0,5.86,-380.56,17.94,0.0,5.86,5.24,-18.42,-16.71,-41.82,129.8,19.84,27.56,-5.89,22.82,20.92,4.77,12.36,19.25,31.06,-4.43,17.94,-15.33,39.61,10.05,-18.42,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,12,0.0,-10.4,-176.58,0.0,-10.4,48.11,0.31,58.97,5.44,9.67,0.0,10.4,12.54,-10.3,0.0,10.4,-32.98,7.98,-23.17,26.7,-170.15,5.89,-0.4,28.54,0.31,58.97,5.44,9.67,10.52,-23.19,0.04,-10.3,-4.93,-4.89,357.82,7.98,1.0,2.0,1.0,,2.0,,0,,
6,13,0.0,-1.05,-166.22,0.0,-1.05,-31.73,5.53,9.54,19.98,18.41,0.0,1.05,9.55,-6.06,0.0,1.05,-25.06,5.19,-5.53,-8.3,-150.79,19.22,-5.97,8.34,5.53,9.54,19.98,18.41,11.17,-16.95,-0.13,-6.06,13.72,1.98,-0.16,5.19,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,14,0.0,-0.28,92.7,0.0,-0.28,87.4,29.96,0.56,9.79,27.81,0.0,0.28,-379.72,29.93,0.0,0.28,19.97,-29.2,8.7,-37.82,25.84,2.93,33.14,-22.32,29.96,0.56,9.79,27.81,11.66,35.16,-2.53,29.93,-32.47,59.57,30.08,-29.2,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
6,15,0.0,-3.57,-105.13,0.0,-3.57,77.61,41.41,14.49,8.39,14.39,0.0,3.57,-371.85,23.06,0.0,3.57,18.04,-21.62,4.59,-34.05,-111.65,5.11,32.37,-30.63,41.41,14.49,8.39,14.39,19.88,31.66,-5.48,23.06,59.51,37.06,336.87,-21.62,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
6,16,0.0,-3.91,-29.1,0.0,-3.91,13.92,47.16,51.25,1.26,60.81,0.0,3.91,-35.33,7.98,0.0,3.91,38.68,-0.39,-68.43,23.08,13.37,-24.2,3.96,-4.98,47.16,51.25,1.26,60.81,-16.72,-26.41,3.39,7.98,-33.93,34.8,6.01,-0.39,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,17,0.0,-2.76,167.99,0.0,-2.76,-68.96,18.37,43.48,17.29,26.42,0.0,2.76,-64.62,-41.78,0.0,2.76,359.43,33.84,9.98,34.96,-132.28,40.37,-34.98,2.17,18.37,43.48,17.29,26.42,-79.97,-57.95,-62.36,-41.78,24.78,-46.11,8.61,33.84,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
6,18,0.0,-2.63,176.31,0.0,-2.63,-15.79,11.61,14.45,1.9,7.14,0.0,2.63,-7.22,-5.14,0.0,2.63,-3.2,7.56,-15.72,-6.27,-148.5,7.41,-4.31,10.79,11.61,14.45,1.9,7.14,-3.9,-19.81,-1.23,-5.14,-8.16,4.88,358.28,7.56,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,19,0.0,0.0,0.0,0.0,-2.75,108.69,19.82,8.58,11.98,19.96,0.0,2.75,-347.44,44.72,0.0,2.75,39.04,-55.58,0.0,0.0,0.0,42.71,55.76,1.47,19.82,8.58,11.98,19.96,49.83,58.13,-33.44,44.72,102.21,68.01,271.74,-55.58,2.0,2.0,2.0,4.0,5.0,5.0,0,1.0,-1.0
6,20,0.0,-2.45,-177.72,0.0,-2.45,33.94,14.3,8.86,5.25,79.96,0.0,2.45,-372.99,7.8,0.0,2.45,-3.76,-4.11,-31.6,16.16,146.21,23.8,11.56,-3.78,14.3,8.86,5.25,79.96,15.71,10.85,-1.54,7.8,16.37,6.75,358.55,-4.11,1.0,2.0,1.0,,2.0,,0,,
6,21,0.0,2.31,163.68,0.0,2.31,-30.8,27.77,24.07,44.54,24.8,0.0,-2.31,-3.91,-8.09,0.0,-2.31,-29.85,7.73,-23.41,35.69,-161.98,18.4,-11.53,7.89,27.77,24.07,44.54,24.8,16.02,-23.71,0.57,-8.09,7.83,-10.08,359.43,7.73,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
6,22,0.0,8.35,179.64,0.0,8.35,-94.2,101.84,15.16,9.09,24.89,0.0,-8.35,-55.96,-54.95,0.0,-8.35,334.94,41.29,5.98,32.79,-141.09,69.22,-45.06,-16.06,101.84,15.16,9.09,24.89,-86.19,-75.75,-90.91,-54.95,74.84,-62.32,43.13,41.29,1.0,2.0,1.0,6.0,4.0,7.0,0,2.0,-2.0
6,23,0.0,3.1,-165.55,0.0,3.1,-28.89,21.18,4.49,5.8,13.65,0.0,-3.1,22.85,1.37,0.0,-3.1,-27.42,-4.27,-10.38,-32.68,104.05,9.71,3.09,-19.05,21.18,4.49,5.8,13.65,-0.75,-4.06,0.5,1.37,2.21,3.98,0.29,-4.27,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
6,24,0.0,-6.34,-153.33,0.0,-6.34,49.83,51.8,28.55,6.97,7.23,0.0,6.34,26.47,12.34,0.0,6.34,18.4,-14.13,-30.63,-8.46,116.62,1.89,19.74,0.32,51.8,28.55,6.97,7.23,-2.02,9.23,2.36,12.34,-31.48,28.55,11.54,-14.13,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,25,0.0,-6.93,179.65,0.0,-6.93,-34.88,1.23,35.55,8.07,0.41,0.0,6.93,-9.58,-7.32,0.0,6.93,375.41,8.33,-25.83,28.68,-165.1,23.58,-11.82,30.31,1.23,35.55,8.07,0.41,37.54,-34.25,3.18,-7.32,22.59,-26.55,0.82,8.33,1.0,2.0,1.0,,4.0,,0,,
6,26,0.0,4.14,-167.56,0.0,4.14,-25.93,19.49,2.59,11.93,10.57,0.0,-4.14,12.34,-0.34,0.0,-4.14,-22.9,-3.64,-4.64,-29.69,107.73,5.04,-1.5,-13.18,19.49,2.59,11.93,10.57,-0.67,-10.09,0.33,-0.34,-3.23,3.51,0.55,-3.64,2.0,2.0,2.0,6.0,2.0,6.0,0,1.0,-1.0
6,27,0.0,2.62,-179.36,0.0,2.62,-68.16,16.6,5.49,1.95,22.58,0.0,-2.62,-329.11,54.72,0.0,-2.62,59.46,-86.07,-15.55,-15.12,-80.3,84.46,60.64,-10.72,16.6,5.49,1.95,22.58,86.24,16.84,-71.53,54.72,116.51,21.68,274.16,-86.07,1.0,2.0,1.0,7.0,5.0,9.0,0,2.0,-2.0
6,28,0.0,-5.59,-52.13,0.0,-5.59,-6.93,37.95,62.5,6.12,18.61,0.0,5.59,-20.59,-3.33,0.0,5.59,25.51,8.84,-36.5,23.72,23.39,-6.64,1.11,13.78,37.95,62.5,6.12,18.61,10.89,-27.53,-0.09,-3.33,-28.11,23.75,356.54,8.84,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
6,29,0.0,0.0,0.0,0.0,5.34,-46.8,135.98,59.25,6.4,13.45,0.0,-5.34,-44.19,-10.0,0.0,-5.34,381.4,11.96,0.0,0.0,0.0,34.16,-22.46,11.11,135.98,59.25,6.4,13.45,41.27,-65.89,12.93,-10.0,32.35,-15.09,2.9,11.96,1.0,2.0,1.0,3.0,4.0,3.0,0,0.0,0.0
6,30,0.0,3.08,175.81,0.0,3.08,-31.96,55.87,12.55,3.5,28.57,0.0,-3.08,-8.37,-6.27,0.0,-3.08,-22.29,6.15,1.8,12.43,-147.6,18.6,-10.88,8.55,55.87,12.55,3.5,28.57,7.28,-29.75,-0.37,-6.27,8.89,-0.49,359.55,6.15,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
6,31,0.0,-1.01,-4.87,0.0,-1.01,7.93,3.0,0.89,14.36,7.9,0.0,1.01,-4.2,-1.7,0.0,1.01,6.07,-2.7,8.46,-1.1,-2.46,4.66,1.74,1.39,3.0,0.89,14.36,7.9,9.69,1.61,-0.45,-1.7,5.86,-0.84,-0.23,-2.7,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
6,32,0.0,-0.31,-4.09,0.0,-0.31,7.74,2.34,0.87,14.57,2.68,0.0,0.31,-5.84,-1.98,0.0,0.31,6.43,-3.92,8.3,-2.62,0.81,5.24,1.56,1.61,2.34,0.87,14.57,2.68,9.89,-0.03,-0.49,-1.98,7.68,-0.54,-0.3,-3.92,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
6,33,0.0,-0.05,-0.81,0.0,-0.05,6.97,3.75,0.92,12.77,4.97,0.0,0.05,-5.38,-2.04,0.0,0.05,7.59,-3.01,9.12,-4.86,-5.13,3.64,0.77,-0.27,3.75,0.92,12.77,4.97,6.77,0.57,-0.3,-2.04,11.16,0.52,359.5,-3.01,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
7,1,0.0,0.94,8.16,0.0,0.94,4.4,1.88,5.64,0.45,0.25,0.0,-0.94,3.56,2.01,0.0,-0.94,-3.75,-0.01,-3.05,-5.05,2.6,-1.3,-0.01,-1.49,1.88,5.64,0.45,0.25,-3.66,-0.28,0.12,2.01,-0.02,0.94,-119.77,-0.01,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
7,2,0.0,0.09,3.04,0.0,0.09,4.05,2.97,2.08,0.65,0.28,0.0,-0.09,3.0,0.51,0.0,-0.09,-3.47,0.38,-0.55,1.34,-0.4,0.41,0.05,0.37,2.97,2.08,0.65,0.28,0.5,-1.17,-0.04,0.51,-0.17,0.46,-119.98,0.38,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
7,3,0.0,-1.03,-11.19,0.0,-1.03,-8.45,1.09,3.56,1.1,0.53,0.0,1.03,-6.57,-2.52,0.0,1.03,7.22,-0.37,3.6,3.71,-2.21,0.88,-0.03,1.11,1.09,3.56,1.1,0.53,3.16,1.45,-0.08,-2.52,0.19,-1.4,239.75,-0.37,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
7,4,0.0,-4.66,121.41,0.0,-4.66,19.65,7.15,4.52,0.9,4.56,0.0,4.66,23.91,-0.79,0.0,4.66,-13.94,1.7,-23.38,58.81,-132.0,4.31,2.04,22.29,7.15,4.52,0.9,4.56,0.81,6.25,-0.12,-0.79,7.92,0.68,239.86,1.7,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
7,5,0.0,3.23,134.15,0.0,3.23,-50.72,7.49,17.54,7.98,4.74,0.0,-3.23,-385.79,-5.03,0.0,-3.23,-28.1,9.27,-43.06,7.82,178.52,5.37,-10.24,2.87,7.49,17.54,7.98,4.74,-0.57,14.23,-0.64,-5.03,3.74,-5.29,238.84,9.27,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
7,6,0.0,-4.05,164.39,0.0,-4.05,61.82,16.83,11.12,4.04,7.69,0.0,4.05,-375.09,42.47,0.0,4.05,12.86,-24.7,-40.94,-16.91,155.31,39.16,39.09,4.71,16.83,11.12,4.04,7.69,23.55,22.52,-11.5,42.47,45.45,29.94,221.81,-24.7,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
7,7,0.0,0.0,0.0,0.0,-0.75,-106.62,50.14,3.77,21.17,2.01,-22.38,0.75,14.53,-21.88,-21.67,0.75,350.09,28.89,0.0,0.0,0.0,30.41,-49.08,39.28,50.14,3.77,21.17,2.01,49.41,-6.15,17.38,-21.88,76.63,-38.08,-97.26,28.89,1.0,4.0,2.0,3.0,5.0,4.0,0,1.0,-1.0
7,8,0.0,-0.43,164.82,0.0,-0.43,38.94,34.06,16.16,19.59,17.77,0.0,0.43,42.27,3.32,0.0,0.43,388.31,-3.65,1.58,-34.55,166.15,-0.87,4.24,-17.03,34.06,16.16,19.59,17.77,-4.69,10.58,0.53,3.32,3.8,-20.8,-119.45,-3.65,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
7,9,0.0,-11.52,135.42,0.0,-11.52,95.59,16.39,36.77,6.39,9.11,0.0,11.52,-380.1,34.51,0.0,11.52,-63.46,-24.53,21.36,-31.39,123.98,31.49,51.6,-8.41,16.39,36.77,6.39,9.11,36.42,35.54,-15.3,34.51,-22.71,13.76,-103.49,-24.53,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
7,10,0.0,2.01,-144.56,0.0,2.01,-107.2,24.25,12.31,15.34,5.07,0.0,-2.01,-22.86,-44.14,0.0,-2.01,367.38,45.76,18.19,74.99,42.91,37.1,-40.49,-13.17,24.25,12.31,15.34,5.07,-38.61,-48.36,-31.45,-44.14,34.86,-53.94,-104.18,45.76,1.0,2.0,1.0,6.0,4.0,7.0,0,2.0,-2.0
7,11,0.0,4.7,49.59,0.0,4.7,-38.77,20.74,10.75,15.34,2.51,0.0,-4.7,14.0,1.76,0.0,-4.7,-19.71,-3.56,-4.17,-23.72,30.79,2.94,-0.88,-13.35,20.74,10.75,15.34,2.51,-5.09,-4.28,0.45,1.76,15.3,-0.54,239.81,-3.56,1.0,2.0,1.0,5.0,2.0,4.0,0,1.0,-1.0
7,12,0.0,-5.84,139.11,0.0,-5.84,83.29,19.38,1.97,1.3,2.57,0.0,5.84,-362.33,43.11,0.0,5.84,23.05,-34.88,14.69,-54.86,99.6,45.74,53.77,-2.22,19.38,1.97,1.3,2.57,45.18,35.8,-24.79,43.11,61.59,46.16,207.29,-34.88,2.0,2.0,2.0,5.0,5.0,6.0,0,1.0,-1.0
7,13,0.0,-10.78,-166.92,0.0,-10.78,-96.36,25.63,8.01,14.36,10.17,0.0,10.78,-24.88,-53.35,0.0,10.78,364.15,59.05,-1.26,86.82,144.79,46.45,-33.83,-6.0,25.63,8.01,14.36,10.17,-19.37,-48.19,-19.57,-53.35,42.64,-50.82,-94.63,59.05,1.0,2.0,1.0,6.0,2.0,6.0,0,1.0,-1.0
7,14,0.0,5.18,115.63,0.0,5.18,50.12,53.47,50.04,0.63,0.96,0.0,-5.18,51.68,7.47,0.0,-5.18,386.31,-10.09,8.23,-35.1,132.74,-1.28,4.54,-25.75,53.47,50.04,0.63,0.96,-5.53,11.01,1.59,7.47,-32.33,-9.64,-113.26,-10.09,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
7,15,0.0,-12.11,118.98,0.0,-12.11,40.7,4.01,11.24,9.69,0.09,0.0,12.11,17.72,0.41,0.0,12.11,387.93,1.9,-42.44,55.94,175.61,7.44,10.41,13.14,4.01,11.24,9.69,0.09,-10.07,-11.74,-0.2,0.41,16.5,-18.27,-120.01,1.9,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
7,16,0.0,0.0,0.0,0.0,13.2,-115.6,51.96,20.93,18.13,13.35,-11.54,-13.2,38.88,-20.3,-11.43,-13.2,379.45,21.54,0.0,0.0,0.0,29.55,-40.56,7.33,51.96,20.93,18.13,13.35,32.86,-6.63,10.5,-20.3,47.36,-42.53,-107.29,21.54,1.0,2.0,1.0,3.0,4.0,3.0,0,0.0,0.0
7,17,0.0,-7.39,171.35,0.0,-7.39,-75.87,77.08,46.61,20.32,24.36,0.0,7.39,-401.34,-16.09,0.0,7.39,402.36,16.64,-13.33,38.01,-133.11,8.77,-13.07,26.24,77.08,46.61,20.32,24.36,-13.72,17.18,-5.32,-16.09,38.9,-14.41,-112.71,16.64,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
7,18,19.32,2.58,152.36,0.0,2.58,67.99,59.09,43.33,4.31,3.28,52.79,-2.58,-369.15,4.66,44.04,-2.58,365.24,-12.21,-18.18,-39.89,160.37,1.94,10.94,-29.35,59.09,43.33,4.31,3.28,-2.34,18.65,1.23,4.66,-20.99,1.45,-113.74,-12.21,1.0,5.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
7,19,0.0,9.3,151.55,0.0,9.3,95.9,19.19,43.23,4.93,8.91,0.0,-9.3,-381.29,51.17,0.0,-9.3,-69.69,-28.89,-9.8,-43.03,103.12,18.38,42.14,-14.38,19.19,43.23,4.93,8.91,41.4,40.83,-26.35,51.17,-35.39,12.88,-87.38,-28.89,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
7,20,0.0,0.0,0.0,0.0,0.69,-96.21,69.22,24.08,9.56,4.62,0.0,-0.69,-14.61,-33.21,0.0,-0.69,384.75,31.05,0.0,0.0,0.0,23.62,-32.11,2.36,69.22,24.08,9.56,4.62,-30.55,-50.52,-21.32,-33.21,26.75,-38.85,-112.53,31.05,1.0,2.0,1.0,3.0,3.0,3.0,0,0.0,0.0
7,21,0.0,-1.23,170.13,0.0,-1.23,-54.18,3.11,41.18,3.22,18.61,0.0,1.23,-15.36,-15.0,0.0,1.23,373.97,16.54,-21.21,-12.86,-141.67,17.04,-14.77,5.81,3.11,41.18,3.22,18.61,-5.74,-35.73,-3.2,-15.0,24.61,-25.95,-116.84,16.54,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
7,22,0.0,0.0,0.0,0.0,2.22,73.47,51.46,39.58,9.37,2.6,127.2,-2.22,-306.2,7.02,117.86,-2.22,43.89,-11.22,0.0,0.0,0.0,9.97,4.3,2.0,51.46,39.58,9.37,2.6,4.06,23.06,-0.03,7.02,-0.96,-5.46,-117.58,-11.22,1.0,7.0,4.0,2.0,2.0,2.0,1,0.0,1.0
7,23,0.0,2.65,-60.03,0.0,2.65,-29.96,9.21,32.2,13.66,17.61,0.0,-2.65,3.31,-0.2,0.0,-2.65,-2.46,-0.89,11.57,4.27,57.25,11.04,-2.28,4.39,9.21,32.2,13.66,17.61,7.48,-7.84,-0.09,-0.2,-18.6,2.38,-119.74,-0.89,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
7,24,0.0,2.76,4.47,0.0,2.76,-21.02,7.98,2.11,12.35,4.24,0.0,-2.76,-0.89,-1.26,0.0,-2.76,-1.49,-4.93,4.11,0.96,-7.06,-0.34,-0.72,-3.9,7.98,2.11,12.35,4.24,-5.11,-3.53,0.32,-1.26,1.64,2.83,-119.61,-4.93,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
7,25,0.0,2.25,8.87,0.0,2.25,7.31,1.42,3.38,18.02,5.96,0.0,-2.25,6.94,-0.27,0.0,-2.25,-4.25,-4.24,9.88,-5.23,16.95,1.15,-0.07,-2.68,1.42,3.38,18.02,5.96,1.38,-0.75,0.05,-0.27,4.66,3.46,-119.73,-4.24,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
7,26,0.0,1.21,5.64,0.0,1.21,0.44,5.02,9.95,16.2,3.12,0.0,-1.21,-1.51,-2.34,0.0,-1.21,-0.28,-4.85,10.33,-5.74,-2.73,0.63,0.43,-2.01,5.02,9.95,16.2,3.12,5.26,-2.24,-0.09,-2.34,13.8,-0.92,239.92,-4.85,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
8,1,0.0,0.1,1.06,0.0,0.1,0.45,0.03,14.09,0.49,0.86,0.0,-0.1,0.27,0.25,0.0,-0.1,0.88,-0.27,-0.01,-0.81,0.24,0.11,0.22,-1.5,0.03,14.09,0.49,0.86,-0.25,0.04,0.03,0.25,0.32,1.31,0.01,-0.27,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
8,2,0.0,-1.19,-6.06,0.0,-1.19,-5.78,1.35,4.11,0.44,0.27,0.0,1.19,-5.87,-0.43,0.0,1.19,7.97,-0.02,2.13,1.48,-4.31,0.71,0.72,1.71,1.35,4.11,0.44,0.27,0.45,0.63,-0.05,-0.43,-0.94,1.21,0.02,-0.02,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
8,3,0.0,1.1,4.99,0.0,1.1,5.32,1.37,18.19,0.05,1.13,0.0,-1.1,5.6,0.19,0.0,-1.1,-8.85,0.29,-2.12,-0.67,4.07,-0.82,-0.94,-0.21,1.37,18.19,0.05,1.13,-0.2,-0.66,0.02,0.19,0.62,-2.52,-0.02,0.29,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
8,4,0.0,0.0,0.0,0.0,-2.91,51.99,16.74,3.56,6.53,14.68,0.0,2.91,-401.04,7.68,0.0,2.91,-35.21,1.65,0.0,0.0,0.0,13.46,8.97,-9.14,16.74,3.56,6.53,14.68,19.04,14.56,-2.18,7.68,-16.12,11.13,2.32,1.65,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
8,5,0.0,-19.02,170.7,0.0,-19.02,101.3,29.99,6.75,3.14,10.31,0.0,19.02,-381.26,38.9,0.0,19.02,17.64,-31.24,5.44,-57.39,-177.34,40.75,45.04,26.05,29.99,6.75,3.14,10.31,20.98,40.18,-11.71,38.9,-36.8,43.93,26.28,-31.24,3.0,2.0,3.0,4.0,4.0,4.0,0,1.0,-1.0
8,6,0.0,0.0,0.0,0.0,-37.79,158.71,51.37,16.05,33.32,1.78,0.0,37.79,20.65,-35.5,0.0,37.79,356.61,39.22,0.0,0.0,0.0,38.33,-73.73,82.85,51.37,16.05,33.32,1.78,57.02,48.02,48.44,-35.5,85.35,22.34,40.72,39.22,3.0,2.0,3.0,5.0,5.0,6.0,0,1.0,-1.0
8,7,0.0,6.01,117.29,0.0,6.01,70.87,16.13,19.15,1.57,6.48,0.0,-6.01,-384.91,37.59,0.0,-6.01,388.53,-31.18,9.28,-64.42,-98.43,22.86,27.34,3.44,16.13,19.15,1.57,6.48,20.2,30.02,-11.68,37.59,-3.76,-25.63,9.81,-31.18,1.0,2.0,1.0,4.0,4.0,4.0,0,1.0,-1.0
8,8,0.0,6.59,162.67,0.0,6.59,56.82,37.71,17.42,3.72,23.28,0.0,-6.59,-407.7,17.99,0.0,-6.59,-18.68,-22.61,-9.15,-23.65,135.14,12.74,12.49,5.9,37.71,17.42,3.72,23.28,7.53,8.93,-2.47,17.99,-35.93,10.57,15.48,-22.61,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
8,9,0.0,-3.54,4.7,0.0,-3.54,3.43,65.85,98.15,3.12,7.61,0.0,3.54,-10.46,4.4,0.0,3.54,15.06,6.89,-8.91,-4.06,-2.42,-5.35,2.59,5.45,65.85,98.15,3.12,7.61,-16.2,-12.73,0.66,4.4,8.64,16.44,359.51,6.89,1.0,1.0,1.0,3.0,1.0,2.0,0,0.0,0.0
8,10,0.0,-6.22,170.44,0.0,-6.22,9.85,55.91,45.52,9.78,11.92,0.0,6.22,4.54,0.66,0.0,6.22,18.47,11.48,-25.33,17.15,179.45,-9.63,2.9,14.8,55.91,45.52,9.78,11.92,-19.14,-10.03,-0.86,0.66,-37.86,14.04,358.27,11.48,1.0,2.0,1.0,,2.0,,0,,
