Person_ID,Window_ID,Neck_alpha_2D,Neck_beta_2D,Neck_gamma_2D,Torso_alpha_2D,Torso_beta_2D,Torso_gamma_2D,Right_elbow_2D,Left_elbow_2D,Right_Knee_2D,Left_knee_2D,Right_shoulder_alpha_2D,Right_shoulder_beta_2D,Right_shoulder_gamma_2D,Right_shoulder_elevation_2D,Left_shoulder_alpha_2D,Left_shoulder_beta_2D,Left_shoulder_gamma_2D,Left_shoulder_elevation_2D,Neck_alpha_3D,Neck_beta_3D,Neck_gamma_3D,Torso_alpha_3D,Torso_beta_3D,Torso_gamma_3D,Right_elbow_3D,Left_elbow_3D,Right_Knee_3D,Left_knee_3D,Right_shoulder_alpha_3D,Right_shoulder_beta_3D,Right_shoulder_gamma_3D,Right_shoulder_elevation_3D,Left_shoulder_alpha_3D,Left_shoulder_beta_3D,Left_shoulder_gamma_3D,Left_shoulder_elevation_3D,Table_A_2D,Table_B_2D,Table_C_2D,Table_A_3D,Table_B_3D,Table_C_3D,REBA_2D,REBA_3D,Error
8,11,0.0,-43.74,122.93,0.0,-43.74,170.44,0.06,10.25,29.04,16.09,0.0,43.74,-23.95,23.65,0.0,43.74,351.0,-3.16,-29.23,-35.21,-49.16,44.19,-74.55,169.6,0.06,10.25,29.04,16.09,-72.29,90.39,58.22,23.65,-66.33,35.02,24.53,-3.16,3.0,2.0,3.0,6.0,2.0,6.0,0,1.0,-1.0
8,12,0.81,-13.85,142.99,0.0,-13.85,89.95,24.63,4.37,8.76,12.49,-5.31,13.85,-393.35,24.6,5.49,13.85,-19.83,9.66,16.42,-50.11,21.08,22.25,33.29,-11.15,24.63,4.37,8.76,12.49,27.5,30.44,-6.92,24.6,-0.44,36.61,1.53,9.66,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
8,13,92.38,-7.98,98.15,0.0,-7.98,81.85,28.91,15.84,14.09,6.68,126.99,7.98,-307.33,-0.9,129.22,7.98,306.76,19.11,-40.37,22.5,-149.24,13.52,-14.59,69.54,28.91,15.84,14.09,6.68,-10.66,8.74,-2.62,-0.9,15.46,-13.81,1.51,19.11,3.0,5.0,4.0,,2.0,,1,,
8,14,0.0,9.9,-157.28,0.0,9.9,-95.53,37.99,1.57,8.69,2.01,0.0,-9.9,-409.81,-20.02,0.0,-9.9,386.87,28.12,-22.91,17.26,-176.41,21.67,-39.75,9.91,37.99,1.57,8.69,2.01,-7.93,6.85,-3.95,-20.02,20.63,-29.64,4.89,28.12,1.0,2.0,1.0,,2.0,,0,,
8,15,0.0,0.0,0.0,0.0,-25.18,148.7,18.66,13.28,8.01,27.12,0.0,25.18,-356.45,59.84,0.0,25.18,10.78,-36.02,0.0,0.0,0.0,72.89,64.44,45.96,18.66,13.28,8.01,27.12,72.74,77.72,-60.09,59.84,-26.41,75.36,29.79,-36.02,2.0,2.0,2.0,3.0,5.0,4.0,0,1.0,-1.0
8,16,0.0,1.22,-144.58,0.0,1.22,45.78,17.22,9.19,4.48,20.33,0.0,-1.22,33.85,21.41,0.0,-1.22,-12.87,-3.53,-42.99,71.6,98.74,28.03,-2.51,24.17,17.22,9.19,4.48,20.33,13.86,3.21,-3.54,21.41,-11.26,12.94,4.27,-3.53,1.0,2.0,1.0,5.0,2.0,4.0,0,1.0,-1.0
8,17,0.0,-33.32,-122.29,0.0,-33.32,160.72,57.33,0.15,36.65,9.16,0.0,33.32,24.22,25.97,0.0,33.32,328.03,-44.9,7.19,-36.36,-39.88,-2.25,-78.49,-178.37,57.33,0.15,36.65,9.16,-4.9,50.46,5.11,25.97,-127.8,73.39,126.89,-44.9,4.0,2.0,4.0,5.0,2.0,4.0,1,1.0,0.0
8,18,0.0,0.0,0.0,0.0,-3.32,63.59,24.8,1.9,8.3,5.63,-78.9,3.32,-10.9,-9.2,77.92,3.32,14.23,1.5,0.0,0.0,0.0,-1.47,-0.82,-12.85,24.8,1.9,8.3,5.63,10.72,5.04,0.03,-9.2,-3.1,2.22,359.45,1.5,1.0,4.0,2.0,2.0,2.0,2.0,0,0.0,0.0
8,19,8.83,-1.46,155.82,0.0,-1.46,63.72,21.17,7.9,23.08,0.46,-19.37,1.46,-384.36,7.03,19.57,1.46,-27.61,-4.73,2.87,-40.43,120.16,1.38,14.17,-32.84,21.17,7.9,23.08,0.46,19.34,14.56,-3.78,7.03,6.73,8.86,359.39,-4.73,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
8,20,0.0,0.0,0.0,0.0,-9.93,104.72,13.62,6.18,22.28,2.34,-142.82,9.93,-70.94,-1.72,-122.92,9.93,288.18,0.47,0.0,0.0,0.0,27.73,-43.56,166.48,13.62,6.18,22.28,2.34,20.7,69.23,-2.73,-1.72,-22.25,41.57,2.66,0.47,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
8,21,0.0,-60.08,-118.54,0.0,-60.08,164.53,27.41,4.67,52.84,44.11,0.0,60.08,-18.21,24.75,0.0,60.08,327.08,-33.19,-14.17,-21.85,-14.85,87.65,-84.97,90.69,27.41,4.67,52.84,44.11,106.87,67.29,-58.86,24.75,136.7,51.41,285.19,-33.19,4.0,2.0,4.0,7.0,7.0,9.0,1,2.0,-1.0
8,22,66.21,-4.13,-161.45,0.0,-4.13,61.99,23.97,19.94,8.7,8.09,-72.84,4.13,-14.2,-7.43,60.52,4.13,332.36,3.23,-31.16,-31.52,165.66,-1.47,-0.6,2.36,23.97,19.94,8.7,8.09,16.88,-1.8,0.44,-7.43,-35.91,-31.57,357.98,3.23,3.0,4.0,3.0,5.0,2.0,4.0,0,1.0,-1.0
8,23,0.0,0.0,0.0,0.0,34.73,-168.16,28.98,106.75,61.88,59.67,-41.39,-34.73,-332.96,-17.14,41.25,-34.73,-1.52,4.19,0.0,0.0,0.0,-1.9,81.61,-141.32,28.98,106.75,61.88,59.67,93.99,-52.02,13.12,-17.14,56.15,-43.64,5.66,4.19,4.0,4.0,4.0,5.0,7.0,8.0,1,2.0,-1.0
8,24,49.49,-0.85,-117.05,0.0,-0.85,84.86,46.79,4.36,12.88,16.85,-138.44,0.85,-283.76,12.48,-153.13,0.85,71.59,-17.77,-19.83,-21.62,41.89,-3.37,34.94,-83.64,46.79,4.36,12.88,16.85,37.46,-10.49,-15.95,12.48,32.35,-11.18,348.9,-17.77,3.0,4.0,3.0,5.0,4.0,5.0,0,1.0,-1.0
8,25,0.0,-7.8,169.43,0.0,-7.8,-65.43,111.09,19.0,3.84,12.82,0.0,7.8,-338.51,-19.14,0.0,7.8,393.81,32.98,-4.94,41.69,-136.11,-0.17,-21.49,31.01,111.09,19.0,3.84,12.82,-35.57,56.37,-31.09,-19.14,-13.57,-22.32,352.46,32.98,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
8,26,0.0,-41.36,61.8,0.0,-41.36,144.0,104.25,29.15,15.83,28.97,0.0,41.36,-425.82,-56.55,0.0,41.36,363.21,48.25,-17.72,-36.78,-107.63,67.15,-58.78,79.63,104.25,29.15,15.83,28.97,-20.89,22.1,-45.01,-56.55,49.12,36.73,95.39,48.25,3.0,2.0,3.0,7.0,4.0,8.0,0,2.0,-2.0
8,27,0.0,-6.84,-178.57,0.0,-6.84,-4.57,4.21,0.7,11.93,0.51,0.0,6.84,-8.71,1.13,0.0,6.84,18.01,11.15,-1.46,-5.54,168.5,5.32,-1.37,25.64,4.21,0.7,11.93,0.51,9.86,0.32,0.04,1.13,-27.56,-5.51,358.82,11.15,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
8,28,0.0,-5.07,12.97,0.0,-5.07,-23.65,4.13,4.92,4.22,1.24,0.0,5.07,8.45,-3.84,0.0,5.07,-6.68,9.63,15.84,1.16,2.8,-0.21,-2.21,12.06,4.13,4.92,4.22,1.24,8.7,0.94,0.21,-3.84,-13.91,-2.38,358.54,9.63,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
8,29,0.0,-5.9,3.49,0.0,-5.9,1.81,3.78,1.66,3.02,3.07,0.0,5.9,3.14,-2.67,0.0,5.9,-0.2,11.06,12.58,4.37,-5.13,-0.98,-1.3,13.89,3.78,1.66,3.02,3.07,7.39,1.19,0.14,-2.67,-17.55,-3.23,358.32,11.06,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
8,30,0.0,-9.56,-84.02,0.0,-9.56,-2.47,20.73,20.24,1.99,2.36,0.0,9.56,-6.38,0.48,0.0,9.56,13.33,12.16,0.65,-3.66,88.19,2.76,2.18,23.31,20.73,20.24,1.99,2.36,16.08,5.29,0.37,0.48,-18.07,-3.02,358.75,12.16,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
9,1,0.0,0.52,-5.19,0.0,0.52,3.78,3.7,4.32,2.79,2.0,0.0,-0.52,2.95,0.57,0.0,-0.52,-3.96,-0.4,0.23,1.05,1.63,1.56,0.05,-2.08,3.7,4.32,2.79,2.0,-0.72,-1.61,-0.12,0.57,2.85,1.03,-119.81,-0.4,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
9,2,0.0,-0.22,-3.57,0.0,-0.22,1.4,1.14,2.81,1.33,0.72,0.0,0.22,1.88,1.09,0.0,0.22,-0.04,-0.56,-3.34,1.32,-0.47,2.05,0.43,1.56,1.14,2.81,1.33,0.72,2.01,2.3,-0.26,1.09,1.68,0.14,-119.7,-0.56,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
9,3,0.0,-0.3,8.76,0.0,-0.3,-5.18,4.84,1.51,4.12,1.27,0.0,0.3,-4.84,-1.66,0.0,0.3,4.0,0.95,3.11,-2.37,-1.16,-3.6,-0.48,0.52,4.84,1.51,4.12,1.27,-1.28,-0.69,0.38,-1.66,-4.53,-1.17,239.51,0.95,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
9,4,0.0,0.44,6.05,0.0,0.44,-5.26,15.9,0.45,7.2,4.67,0.0,-0.44,-9.96,-0.82,0.0,-0.44,4.66,0.46,0.86,-2.81,0.29,-0.94,-0.63,-2.42,15.9,0.45,7.2,4.67,-11.11,-7.89,0.12,-0.82,-1.1,1.04,239.82,0.46,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
9,5,0.0,-1.64,172.45,0.0,-1.64,-66.52,18.41,18.06,3.22,3.62,0.0,1.64,31.27,-15.14,0.0,1.64,384.21,15.37,-37.27,28.65,-69.78,-11.4,-12.28,18.35,18.41,18.06,3.22,3.62,-10.45,-14.11,1.78,-15.14,19.21,-24.68,239.76,15.37,1.0,2.0,1.0,,2.0,,0,,
9,6,0.0,3.22,154.17,0.0,3.22,-50.17,12.66,6.38,1.0,6.87,0.0,-3.22,25.02,-6.83,0.0,-3.22,386.05,6.42,-12.73,-15.42,-136.21,-4.84,-8.0,-18.58,12.66,6.38,1.0,6.87,-21.87,-8.96,-0.49,-6.83,11.57,-8.33,239.03,6.42,2.0,2.0,2.0,5.0,4.0,5.0,0,1.0,-1.0
9,7,23.54,10.44,167.37,0.0,10.44,91.02,11.34,42.43,35.73,46.76,-34.16,-10.44,-363.76,43.07,27.03,-10.44,365.92,-37.58,-29.78,-48.06,-169.56,-8.59,31.2,-27.89,11.34,42.43,35.73,46.76,-0.44,36.67,-10.97,43.07,-12.95,-23.28,-88.81,-37.58,3.0,4.0,3.0,5.0,2.0,4.0,0,1.0,-1.0
9,8,0.0,0.0,0.0,0.0,-6.5,98.59,16.87,25.71,73.96,52.52,148.74,6.5,-69.95,-43.9,151.17,6.5,271.94,57.33,0.0,0.0,0.0,-17.26,-47.51,149.14,16.87,25.71,73.96,52.52,22.64,53.69,93.84,-43.9,71.15,46.76,-21.43,57.33,4.0,7.0,7.0,6.0,4.0,7.0,2,2.0,0.0
9,9,0.0,9.21,174.41,0.0,9.21,40.45,31.94,23.39,1.31,1.84,0.0,-9.21,-380.0,5.52,0.0,-9.21,390.52,-8.29,-25.13,-39.36,-144.67,-2.64,1.08,-25.31,31.94,23.39,1.31,1.84,-8.26,26.34,-1.07,5.52,51.93,-23.69,235.77,-8.29,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
9,10,33.84,13.22,159.72,0.0,13.22,100.9,11.31,25.34,27.36,33.36,-42.73,-13.22,-358.27,48.61,26.85,-13.22,357.64,-64.45,-53.66,-33.07,-160.32,-4.83,41.89,-14.16,11.31,25.34,27.36,33.36,-11.54,43.08,-4.84,48.61,-22.2,-29.49,-57.34,-64.45,3.0,4.0,3.0,6.0,2.0,6.0,0,1.0,-1.0
9,11,124.81,0.15,97.83,0.0,0.15,-93.61,103.82,98.88,24.59,3.73,141.55,-0.15,-70.61,-20.05,-131.04,-0.15,272.62,20.61,-54.35,33.93,175.45,-9.6,-9.95,-88.92,103.82,98.88,24.59,3.73,-32.84,29.79,-7.18,-20.05,13.14,-46.75,237.47,20.61,3.0,7.0,6.0,4.0,4.0,4.0,1,1.0,0.0
9,12,48.27,-12.16,-93.66,0.0,-12.16,121.47,4.98,4.91,1.21,49.72,-103.05,12.16,-53.93,-42.83,-108.14,12.16,293.3,34.28,-19.54,-32.88,-43.62,-10.5,-55.98,111.2,4.98,4.91,1.21,49.72,54.74,60.11,62.18,-42.83,79.21,34.05,-61.73,34.28,3.0,4.0,3.0,6.0,5.0,8.0,0,2.0,-2.0
9,13,0.0,4.8,-81.69,0.0,4.8,-227.99,42.11,121.02,21.01,3.16,0.0,-4.8,-384.32,-4.81,0.0,-4.8,376.03,1.11,-57.47,-18.38,-4.85,-1.77,8.73,155.62,42.11,121.02,21.01,3.16,-38.92,-4.1,-1.66,-4.81,9.5,17.94,239.0,1.11,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
9,14,0.0,-13.33,37.88,0.0,-13.33,79.83,0.0,62.72,84.69,60.82,0.0,0.0,0.0,41.22,0.0,13.33,272.12,-68.11,-92.33,32.07,11.5,-64.73,-46.81,-95.05,0.0,62.72,84.69,60.82,0.0,0.0,0.0,41.22,-30.49,-28.49,-71.13,-68.11,4.0,2.0,4.0,7.0,2.0,7.0,1,2.0,-1.0
9,15,0.0,7.34,-120.11,0.0,7.34,-67.13,20.07,129.76,9.97,58.06,0.0,-7.34,-390.58,2.08,0.0,-7.34,278.97,-0.65,-46.49,-3.73,-154.11,-13.34,-2.92,13.09,20.07,129.76,9.97,58.06,-26.17,25.3,0.33,2.08,-83.38,-39.77,-118.28,-0.65,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
9,16,34.75,-1.07,-102.04,0.0,-1.07,-194.29,3.7,19.14,5.05,24.65,-61.34,1.07,10.07,-7.08,-52.98,1.07,349.08,3.9,-20.53,-58.71,25.48,-1.87,-1.5,-175.77,3.7,19.14,5.05,24.65,-19.14,15.99,-0.15,-7.08,-7.26,-1.19,237.41,3.9,3.0,4.0,3.0,5.0,2.0,4.0,0,1.0,-1.0
9,17,0.0,8.52,132.07,0.0,8.52,-64.54,20.51,28.04,12.17,0.07,0.0,-8.52,-17.87,-17.54,0.0,-8.52,361.93,21.1,-46.63,44.64,-66.89,25.67,-24.12,-15.44,20.51,28.04,12.17,0.07,-16.02,-44.77,0.43,-17.54,38.42,-29.62,-114.09,21.1,1.0,2.0,1.0,6.0,2.0,6.0,0,1.0,-1.0
9,18,0.0,0.0,0.0,0.0,5.9,-96.0,3.07,73.38,3.05,10.16,-141.0,-5.9,-278.22,41.13,119.2,-5.9,277.65,-5.6,0.0,0.0,0.0,9.7,10.36,-74.04,3.07,73.38,3.05,10.16,36.33,18.49,-11.97,41.13,-18.49,8.95,-110.62,-5.6,1.0,4.0,2.0,2.0,4.0,3.0,0,0.0,0.0
9,19,63.63,-9.92,141.73,0.0,-9.92,-83.63,33.34,26.91,15.93,8.09,-95.31,9.92,-331.03,-22.21,-91.15,9.92,315.58,33.36,-20.78,34.88,-126.96,-9.35,-3.47,29.02,33.34,26.91,15.93,8.09,-17.34,12.03,-0.16,-22.21,46.71,-26.48,-107.64,33.36,3.0,4.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
9,20,0.0,14.97,151.15,0.0,14.97,-64.66,5.73,22.67,30.87,25.23,0.0,-14.97,-326.13,6.17,0.0,-14.97,-46.22,-3.52,-9.26,-17.34,164.16,6.85,3.51,-53.64,5.73,22.67,30.87,25.23,44.99,58.21,-7.17,6.17,52.07,-23.96,236.85,-3.52,3.0,2.0,3.0,6.0,2.0,6.0,0,1.0,-1.0
9,21,76.48,9.35,104.33,0.0,9.35,-94.85,34.27,13.53,1.74,47.48,103.12,-9.35,-302.9,15.52,113.84,-9.35,47.94,1.43,-29.68,-74.06,11.01,12.93,-3.16,-61.41,34.27,13.53,1.74,47.48,-11.65,40.5,-0.33,15.52,60.2,23.16,237.13,1.43,3.0,5.0,4.0,4.0,2.0,4.0,1,1.0,0.0
9,22,0.0,-8.34,-158.21,0.0,-8.34,-76.27,33.61,28.17,33.21,3.92,0.0,8.34,-402.78,-24.1,0.0,8.34,385.56,25.16,-50.49,18.03,-111.01,-26.77,-7.32,16.13,33.61,28.17,33.21,3.92,-30.7,8.58,-6.13,-24.1,40.54,-19.04,-111.44,25.16,3.0,2.0,3.0,,4.0,,0,,
9,23,0.0,0.0,0.0,0.0,3.5,-101.32,6.33,12.72,2.15,18.61,1.33,-3.5,37.15,-26.84,-1.22,-3.5,389.81,29.0,0.0,0.0,0.0,-0.13,-29.11,-22.14,6.33,12.72,2.15,18.61,-25.57,-24.52,-3.96,-26.84,29.85,-35.81,-115.46,29.0,1.0,2.0,1.0,2.0,4.0,3.0,0,0.0,0.0
9,24,9.36,-6.51,-86.52,0.0,-6.51,99.93,87.19,16.3,62.84,62.3,-127.67,6.51,-63.13,-31.86,-131.14,6.51,276.29,56.45,-44.06,-15.3,41.58,-9.8,-39.22,-157.81,87.19,16.3,62.84,62.3,-47.7,2.53,-60.37,-31.86,-26.5,5.29,151.99,56.45,3.0,3.0,3.0,7.0,3.0,7.0,0,2.0,-2.0
9,25,24.08,8.78,-127.59,0.0,8.78,75.11,50.78,19.17,5.32,4.76,119.67,-8.78,-38.69,24.46,96.55,-8.78,299.64,-23.26,-4.74,-56.1,121.15,-9.21,1.39,-72.48,50.78,19.17,5.32,4.76,-22.05,14.87,2.26,24.46,-14.89,17.67,-106.37,-23.26,3.0,7.0,6.0,5.0,4.0,5.0,1,1.0,0.0
9,26,2.04,23.01,-87.86,0.0,23.01,-196.84,1.92,39.72,52.67,46.76,12.97,-23.01,-333.63,-31.49,4.72,-23.01,370.08,30.86,-52.37,6.67,5.45,-13.56,54.77,-178.68,1.92,39.72,52.67,46.76,62.64,-66.76,58.51,-31.49,44.44,38.06,-77.92,30.86,3.0,2.0,3.0,4.0,5.0,5.0,0,1.0,-1.0
9,27,0.0,-1.61,28.87,0.0,-1.61,-7.35,0.04,7.13,15.66,32.72,0.0,1.61,-6.87,-5.11,0.0,1.61,5.91,4.42,-12.04,-12.84,-15.04,-9.58,-1.74,-6.63,0.04,7.13,15.66,32.72,-18.09,-5.49,-0.02,-5.11,-22.77,0.63,236.78,4.42,2.0,2.0,2.0,4.0,2.0,4.0,0,1.0,-1.0
9,28,0.0,2.62,29.47,0.0,2.62,-24.25,8.04,18.91,1.75,21.98,0.0,-2.62,6.78,-1.72,0.0,-2.62,-15.23,1.82,-14.09,-8.9,13.16,-14.95,-2.83,-7.92,8.04,18.91,1.75,21.98,-30.9,-7.65,-0.32,-1.72,-2.09,-0.01,239.38,1.82,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
10,1,0.0,-1.11,-59.65,0.0,-1.11,7.62,0.18,1.53,3.56,1.63,0.0,1.11,-15.62,-1.61,0.0,1.11,15.65,-1.38,8.32,5.49,-25.85,-2.07,0.48,4.72,0.18,1.53,3.56,1.63,2.31,1.17,0.03,-1.61,6.09,-3.56,0.11,-1.38,2.0,2.0,2.0,4.0,2.0,4.0,0,1.0,-1.0
10,2,0.0,2.86,103.77,0.0,2.86,-31.91,7.36,1.16,3.61,0.23,0.0,-2.86,14.15,2.77,0.0,-2.86,-18.07,1.94,-20.67,-16.15,72.52,2.58,-1.27,-12.6,7.36,1.16,3.61,0.23,-6.46,-3.26,-0.13,2.77,-8.73,4.74,-0.07,1.94,1.0,2.0,1.0,5.0,2.0,4.0,0,1.0,-1.0
10,3,0.0,-1.75,-44.12,0.0,-1.75,24.29,7.18,2.69,0.05,1.4,0.0,1.75,1.47,-1.17,0.0,1.75,2.42,-0.56,12.35,10.65,-46.66,-0.51,0.79,7.88,7.18,2.69,0.05,1.4,4.14,2.09,0.1,-1.17,2.64,-1.18,-0.04,-0.56,2.0,2.0,2.0,4.0,2.0,4.0,0,1.0,-1.0
10,4,0.0,-1.6,-60.8,0.0,-1.6,8.19,5.01,1.18,0.65,1.15,0.0,1.6,-15.14,0.15,0.0,1.6,15.77,0.22,10.3,11.4,-44.96,0.64,1.02,7.01,5.01,1.18,0.65,1.15,4.43,1.73,0.09,0.15,6.87,-3.78,0.14,0.22,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
10,5,0.0,9.73,108.71,0.0,9.73,-48.47,10.29,2.62,7.6,16.43,0.0,-9.73,25.87,2.78,0.0,-9.73,-34.3,0.56,-31.28,-31.55,159.82,6.29,-5.16,-25.05,10.29,2.62,7.6,16.43,-7.3,0.59,-0.04,2.78,1.35,-1.16,0.27,0.56,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
10,6,169.03,-2.74,-162.4,0.0,-2.74,98.23,36.28,25.14,4.41,29.15,-145.06,2.74,-281.47,-38.63,154.05,2.74,91.8,26.54,-23.57,-8.07,159.67,3.72,39.57,14.01,36.28,25.14,4.41,29.15,34.4,54.71,94.47,-38.63,-24.72,33.6,-94.5,26.54,3.0,4.0,3.0,4.0,4.0,4.0,0,1.0,-1.0
10,7,26.14,-7.04,91.91,0.0,-7.04,-69.26,57.06,48.54,4.75,19.18,49.26,7.04,-368.35,-16.13,56.87,7.04,-1.3,13.59,-24.61,46.67,-135.65,-5.81,-5.47,58.07,57.06,48.54,4.75,19.18,-27.71,0.04,-8.19,-16.13,5.75,-11.26,-2.16,13.59,3.0,5.0,4.0,4.0,4.0,4.0,1,1.0,0.0
10,8,0.0,-20.92,97.73,0.0,-20.92,-67.3,42.34,1.88,34.29,21.92,0.0,20.92,-435.49,-41.85,0.0,20.92,389.8,41.1,-23.87,15.43,-144.03,28.98,-48.17,55.4,42.34,1.88,34.29,21.92,-5.46,-1.4,-4.88,-41.85,68.26,-4.67,-319.59,41.1,5.0,2.0,4.0,,2.0,,1,,
10,9,0.0,0.0,0.0,0.0,-1.03,98.55,16.66,38.67,4.87,23.31,-55.02,1.03,-370.77,8.64,52.84,1.03,-8.79,-18.5,0.0,0.0,0.0,-4.41,23.28,-19.84,16.66,38.67,4.87,23.31,12.12,29.26,-3.75,8.64,9.38,-4.08,-358.29,-18.5,1.0,4.0,2.0,2.0,2.0,2.0,0,0.0,0.0
10,10,0.0,-13.51,95.7,0.0,-13.51,88.12,23.4,92.1,17.28,25.1,0.0,13.51,-398.51,17.03,0.0,13.51,-7.41,-19.62,9.61,-21.62,136.19,-6.24,32.33,-5.44,23.4,92.1,17.28,25.1,-8.59,28.08,2.82,17.03,-45.05,15.53,-343.55,-19.62,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
10,11,0.0,-14.35,106.35,0.0,-14.35,-62.98,7.17,13.23,31.75,34.23,0.0,14.35,-22.92,-32.63,0.0,14.35,368.78,46.96,5.41,43.19,-143.74,49.58,-34.91,24.35,7.17,13.23,31.75,34.23,44.57,-38.12,28.14,-32.63,72.6,-34.13,-325.17,46.96,2.0,2.0,2.0,6.0,4.0,7.0,0,2.0,-2.0
10,12,0.0,4.24,101.42,0.0,4.24,-41.75,7.8,17.91,2.58,10.29,0.0,-4.24,34.37,6.25,0.0,-4.24,-25.62,8.4,-43.47,-30.35,142.06,23.99,3.24,-13.8,7.8,17.91,2.58,10.29,28.04,-1.61,1.5,6.25,15.6,-4.04,-359.57,8.4,1.0,2.0,1.0,6.0,2.0,6.0,0,1.0,-1.0
10,13,0.0,-5.03,100.36,0.0,-5.03,91.24,29.21,47.31,58.31,24.31,0.0,5.03,-395.86,24.03,0.0,5.03,-22.36,-13.5,-9.77,-40.43,141.27,3.37,28.57,-8.87,29.21,47.31,58.31,24.31,23.7,31.76,-7.78,24.03,-7.68,18.78,-352.31,-13.5,3.0,2.0,3.0,6.0,4.0,7.0,0,2.0,-2.0
10,14,0.0,-9.93,111.72,0.0,-9.93,-49.7,16.41,25.3,37.22,19.32,0.0,9.93,19.04,-13.61,0.0,9.93,400.54,20.7,-23.06,29.07,-127.24,-7.07,-6.51,48.6,16.41,25.3,37.22,19.32,9.27,-10.11,2.73,-13.61,11.22,-31.28,-0.44,20.7,2.0,2.0,2.0,,2.0,,0,,
10,15,0.0,2.43,82.61,0.0,2.43,-21.19,14.98,4.84,42.34,18.3,0.0,-2.43,4.18,3.67,0.0,-2.43,-12.77,-2.23,-7.12,22.6,-150.41,34.53,-3.1,10.24,14.98,4.84,42.34,18.3,17.09,-4.24,-0.49,3.67,25.64,-3.48,-0.03,-2.23,3.0,2.0,3.0,,2.0,,0,,
10,16,0.0,-1.89,98.24,0.0,-1.89,70.07,13.36,20.56,30.79,37.27,0.0,1.89,-392.35,15.1,0.0,1.89,-7.61,-12.6,2.66,-35.18,57.26,0.5,17.53,-2.96,13.36,20.56,30.79,37.27,19.33,26.9,-4.47,15.1,-21.69,17.95,-351.16,-12.6,3.0,2.0,3.0,5.0,2.0,4.0,0,1.0,-1.0
10,17,0.0,-13.4,112.53,0.0,-13.4,40.87,27.17,50.68,6.8,32.18,0.0,13.4,10.62,-4.07,0.0,13.4,7.79,0.55,-16.92,39.8,99.42,-7.96,11.65,17.29,27.17,50.68,6.8,32.18,-1.46,3.84,-0.15,-4.07,-28.61,-0.09,-2.42,0.55,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
10,18,0.0,0.0,0.0,0.0,-9.38,129.25,19.95,12.14,11.02,1.55,-122.83,9.38,-67.77,-17.94,-98.13,9.38,301.4,34.51,0.0,0.0,0.0,37.37,-40.15,-166.02,19.95,12.14,11.02,1.55,-26.07,36.61,-33.22,-17.94,-52.26,9.47,-43.1,34.51,1.0,4.0,2.0,3.0,4.0,3.0,0,0.0,0.0
10,19,0.0,5.21,83.74,0.0,5.21,63.9,17.28,3.3,8.19,26.34,0.0,-5.21,46.18,10.58,0.0,-5.21,-38.35,-4.98,-43.31,-10.03,161.35,10.8,2.92,4.04,17.28,3.3,8.19,26.34,29.18,7.02,-3.27,10.58,6.81,-3.47,-358.89,-4.98,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
10,20,0.0,-8.21,-35.28,0.0,-8.21,48.72,6.42,85.17,27.08,82.11,0.0,8.21,-356.65,26.01,0.0,8.21,43.47,-9.4,13.68,-8.86,6.24,16.14,26.97,10.72,6.42,85.17,27.08,82.11,40.52,30.34,-11.9,26.01,12.03,36.61,-359.1,-9.4,2.0,2.0,2.0,3.0,4.0,3.0,0,0.0,0.0
10,21,7.07,-14.78,122.93,0.0,-14.78,-76.44,20.65,32.44,23.76,20.99,-21.03,14.78,24.74,-26.59,17.78,14.78,400.06,36.07,-32.4,16.9,-109.67,-19.55,-1.44,63.71,20.65,32.44,23.76,20.99,9.83,7.84,5.76,-26.59,1.35,-42.44,-6.29,36.07,1.0,4.0,2.0,,2.0,,0,,
